date,market,rank,code,name,score,selected,target_weight
2026-09-08,a,360,600004.SH,白云机场,0.03465765040109387,False,0.0
2026-09-08,a,361,688099.SH,晶晨股份,0.032122607915269344,False,0.0
2026-09-08,a,362,600426.SH,华鲁恒升,0.028255007573276262,False,0.0
2026-09-08,a,363,601611.SH,中国核建,0.026677376194396564,False,0.0
2026-09-08,a,364,600711.SH,盛屯矿业,0.025282264642144208,False,0.0
2026-09-08,a,365,000739.SZ,普洛药业,0.024717985112137752,False,0.0
2026-09-08,a,366,600549.SH,厦门钨业,0.023655495471666246,False,0.0
2026-09-08,a,367,603000.SH,人民网,0.018053607206827183,False,0.0
2026-09-08,a,368,300024.SZ,机器人,0.017576676068923106,False,0.0
2026-09-08,a,369,603893.SH,瑞芯微,0.017521407016919264,False,0.0
2026-09-08,a,370,000166.SZ,申万宏源,0.017277460449039213,False,0.0
2026-09-08,a,371,300146.SZ,汤臣倍健,0.015087727917840039,False,0.0
2026-09-08,a,372,600208.SH,衢州发展,0.011409803823985591,False,0.0
2026-09-08,a,373,600292.SH,电投水电,0.01071268403031664,False,0.0
2026-09-08,a,374,600377.SH,宁沪高速,0.009929409238325755,False,0.0
2026-09-08,a,375,600941.SH,中国移动,0.008130290487145317,False,0.0
2026-09-08,a,376,601058.SH,赛轮轮胎,0.005703096894523609,False,0.0
2026-09-08,a,377,300718.SZ,长盛轴承,0.0034523416007155388,False,0.0
2026-09-08,a,378,688322.SH,奥比中光,0.0032439550847765523,False,0.0
2026-09-08,a,379,688213.SH,思特威,0.002529207701111147,False,0.0
2026-09-08,a,380,002532.SZ,天山铝业,0.0013967950818350007,False,0.0
2026-09-08,a,381,688301.SH,奕瑞科技,0.0009578681009991602,False,0.0
2026-09-08,a,382,601108.SH,财通证券,-0.001012683174639505,False,0.0
2026-09-08,a,383,300003.SZ,乐普医疗,-0.003137322385325444,False,0.0
2026-09-08,a,384,002432.SZ,九安医疗,-0.006156124702386829,False,0.0
2026-09-08,a,385,600600.SH,青岛啤酒,-0.007334996781646372,False,0.0
2026-09-08,a,386,003031.SZ,中瓷电子,-0.00974769080249228,False,0.0
2026-09-08,a,387,601377.SH,兴业证券,-0.013989745836830351,False,0.0
2026-09-08,a,388,600999.SH,招商证券,-0.015661831906944982,False,0.0
2026-09-08,a,389,003022.SZ,联泓新科,-0.016239586896323613,False,0.0
2026-09-08,a,390,603160.SH,汇顶科技,-0.016959879190586256,False,0.0
2026-09-08,a,391,600795.SH,国电电力,-0.018090233929966823,False,0.0
2026-09-08,a,392,601398.SH,工商银行,-0.018321629876191924,False,0.0
2026-09-08,a,393,688568.SH,中科星图,-0.022231027821366846,False,0.0
2026-09-08,a,394,003816.SZ,中国广核,-0.02279699224499037,False,0.0
2026-09-08,a,395,601696.SH,中银证券,-0.02818779158356296,False,0.0
2026-09-08,a,396,300750.SZ,宁德时代,-0.028664543296136387,False,0.0
2026-09-08,a,397,000661.SZ,长春高新,-0.02915351620535584,False,0.0
2026-09-08,a,398,601021.SH,春秋航空,-0.031347390751869174,False,0.0
2026-09-08,a,399,601881.SH,中国银河,-0.03350572791267127,False,0.0
2026-09-08,a,400,603179.SH,新泉股份,-0.03588001551009324,False,0.0
2026-09-08,a,401,002340.SZ,格林美,-0.037515920122509046,False,0.0
2026-09-08,a,402,688676.SH,金盘科技,-0.037902553720573585,False,0.0
2026-09-08,a,403,600392.SH,盛和资源,-0.041319222536338976,False,0.0
2026-09-08,a,404,600000.SH,浦发银行,-0.04335305026664933,False,0.0
2026-09-08,a,405,600704.SH,物产中大,-0.04477899590704294,False,0.0
2026-09-08,a,406,600299.SH,安迪苏,-0.04823397550172155,False,0.0
2026-09-08,a,407,688180.SH,君实生物,-0.048634606082333304,False,0.0
2026-09-08,a,408,002001.SZ,新和成,-0.04892970694765508,False,0.0
2026-09-08,a,409,000009.SZ,中国宝安,-0.05345063801454968,False,0.0
2026-09-08,a,410,300058.SZ,蓝色光标,-0.053564025643852584,False,0.0
2026-09-08,a,411,002311.SZ,海大集团,-0.05677250730243635,False,0.0
2026-09-08,a,412,000750.SZ,国海证券,-0.057550587136542264,False,0.0
2026-09-08,a,413,688082.SH,盛美上海,-0.059807190396034764,False,0.0
2026-09-08,a,414,688303.SH,大全能源,-0.06069224734290828,False,0.0
2026-09-08,a,415,002939.SZ,长城证券,-0.0635102892507234,False,0.0
2026-09-08,a,416,000333.SZ,美的集团,-0.0647632262199682,False,0.0
2026-09-08,a,417,300207.SZ,欣旺达,-0.06784492334087429,False,0.0
2026-09-08,a,418,603129.SH,春风动力,-0.0681621496542165,False,0.0
2026-09-08,a,419,300002.SZ,神州泰岳,-0.06869559766390898,False,0.0
2026-09-08,a,420,601598.SH,中国外运,-0.06971289359496616,False,0.0
2026-09-08,a,421,601997.SH,贵阳银行,-0.06998274881267454,False,0.0
2026-09-08,a,422,002648.SZ,卫星化学,-0.06998320310409971,False,0.0
2026-09-08,a,423,002032.SZ,苏泊尔,-0.07090093916604946,False,0.0
2026-09-08,a,424,002335.SZ,科华数据,-0.07096563344398409,False,0.0
2026-09-08,a,425,002007.SZ,华兰生物,-0.07418132587610517,False,0.0
2026-09-08,a,426,300623.SZ,捷捷微电,-0.07451782808957726,False,0.0
2026-09-08,a,427,600390.SH,五矿资本,-0.07848535553996415,False,0.0
2026-09-08,a,428,600562.SH,国睿科技,-0.09311873367423394,False,0.0
2026-09-08,a,429,601857.SH,中国石油,-0.10239948133083256,False,0.0
2026-09-08,a,430,600018.SH,上港集团,-0.10796355417156468,False,0.0
2026-09-08,a,431,600989.SH,宝丰能源,-0.10876489426897187,False,0.0
2026-09-08,a,432,603650.SH,彤程新材,-0.10996377421863683,False,0.0
2026-09-08,a,433,600061.SH,国投资本,-0.11261351458443247,False,0.0
2026-09-08,a,434,002475.SZ,立讯精密,-0.11322753111435933,False,0.0
2026-09-08,a,435,002812.SZ,恩捷股份,-0.11771988902439105,False,0.0
2026-09-08,a,436,601688.SH,华泰证券,-0.12052987501745203,False,0.0
2026-09-08,a,437,600588.SH,用友网络,-0.13204968449346371,False,0.0
2026-09-08,a,438,000776.SZ,广发证券,-0.13597213077354403,False,0.0
2026-09-08,a,439,300628.SZ,亿联网络,-0.142997304574138,False,0.0
2026-09-08,a,440,600221.SH,海航控股,-0.1475366662399153,False,0.0
2026-09-08,a,441,601216.SH,君正集团,-0.14923876163255484,False,0.0
2026-09-08,a,442,601456.SH,国联民生,-0.1492965963738889,False,0.0
2026-09-08,a,443,000938.SZ,紫光股份,-0.14965419390627943,False,0.0
2026-09-08,a,444,003035.SZ,南网能源,-0.149827766064738,False,0.0
2026-09-08,a,445,605117.SH,德业股份,-0.15084259670926292,False,0.0
2026-09-08,a,446,600219.SH,南山铝业,-0.15361658066152795,False,0.0
2026-09-08,a,447,002460.SZ,赣锋锂业,-0.15463898641634,False,0.0
2026-09-08,a,448,301269.SZ,华大九天,-0.1553815800367265,False,0.0
2026-09-08,a,449,600863.SH,华能蒙电,-0.15562920720074017,False,0.0
2026-09-08,a,450,600918.SH,中泰证券,-0.15631092756330614,False,0.0
2026-09-08,a,451,688336.SH,三生国健,-0.15818684098305116,False,0.0
2026-09-08,a,452,002065.SZ,东华软件,-0.15875945126070037,False,0.0
2026-09-08,a,453,600019.SH,宝钢股份,-0.16067376853540688,False,0.0
2026-09-08,a,454,603444.SH,吉比特,-0.1623292006052078,False,0.0
2026-09-08,a,455,688018.SH,乐鑫科技,-0.16304357036235642,False,0.0
2026-09-08,a,456,300383.SZ,光环新网,-0.16393590652133425,False,0.0
2026-09-08,a,457,600885.SH,宏发股份,-0.16957688540757349,False,0.0
2026-09-08,a,458,600602.SH,云赛智联,-0.16993429778237695,False,0.0
2026-09-08,a,459,603260.SH,合盛硅业,-0.1718132493682276,False,0.0
2026-09-08,a,460,600570.SH,恒生电子,-0.17615608113536657,False,0.0
2026-09-08,a,461,603605.SH,珀莱雅,-0.1802913212462377,False,0.0
2026-09-08,a,462,600875.SH,东方电气,-0.18214716103684817,False,0.0
2026-09-08,a,463,600765.SH,中航重机,-0.18502959078927136,False,0.0
2026-09-08,a,464,600905.SH,三峡能源,-0.18750440636613666,False,0.0
2026-09-08,a,465,300144.SZ,宋城演艺,-0.18774875575034375,False,0.0
2026-09-08,a,466,000959.SZ,首钢股份,-0.19340501758951345,False,0.0
2026-09-08,a,467,601788.SH,光大证券,-0.19413060526714096,False,0.0
2026-09-08,a,468,002594.SZ,比亚迪,-0.19606123557107014,False,0.0
2026-09-08,a,469,002673.SZ,西部证券,-0.19673748028349164,False,0.0
2026-09-08,a,470,000932.SZ,华菱钢铁,-0.19776482630027634,False,0.0
2026-09-08,a,471,000960.SZ,锡业股份,-0.2019188599880741,False,0.0
2026-09-08,a,472,688297.SH,中无人机,-0.2032947425760281,False,0.0
2026-09-08,a,473,601006.SH,大秦铁路,-0.2054724172133233,False,0.0
2026-09-08,a,474,600160.SH,巨化股份,-0.2055467505531572,False,0.0
2026-09-08,a,475,300748.SZ,金力永磁,-0.2099390129986352,False,0.0
2026-09-08,a,476,000021.SZ,深科技,-0.2118266933771038,False,0.0
2026-09-08,a,477,600039.SH,四川路桥,-0.21231263867526168,False,0.0
2026-09-08,a,478,603899.SH,晨光股份,-0.21305710049130286,False,0.0
2026-09-08,a,479,601607.SH,上海医药,-0.21480423196723858,False,0.0
2026-09-08,a,480,000898.SZ,鞍钢股份,-0.21863724815227326,False,0.0
2026-09-08,a,481,002153.SZ,石基信息,-0.2230309447401059,False,0.0
2026-09-08,a,482,601018.SH,宁波港,-0.22566460951131917,False,0.0
2026-09-08,a,483,600038.SH,中直股份,-0.2273397058769893,False,0.0
2026-09-08,a,484,688396.SH,华润微,-0.227928522364717,False,0.0
2026-09-08,a,485,601600.SH,中国铝业,-0.23149473748389057,False,0.0
2026-09-08,a,486,002465.SZ,海格通信,-0.23191168300791556,False,0.0
2026-09-08,a,487,600517.SH,国网英大,-0.23395968580032753,False,0.0
2026-09-08,a,488,002155.SZ,湖南黄金,-0.23449949330305536,False,0.0
2026-09-08,a,489,601555.SH,东吴证券,-0.23508176959086097,False,0.0
2026-09-08,a,490,000783.SZ,长江证券,-0.2365349558254186,False,0.0
2026-09-08,a,491,002352.SZ,顺丰控股,-0.24062723123991198,False,0.0
2026-09-08,a,492,002466.SZ,天齐锂业,-0.2423360184310263,False,0.0
2026-09-08,a,493,600161.SH,天坛生物,-0.24263727703459956,False,0.0
2026-09-08,a,494,600089.SH,特变电工,-0.24725944923566645,False,0.0
2026-09-08,a,495,600958.SH,东方证券,-0.2506547663842236,False,0.0
2026-09-08,a,496,600126.SH,杭钢股份,-0.25182351666042774,False,0.0
2026-09-08,a,497,601880.SH,辽港股份,-0.25249554480963016,False,0.0
2026-09-08,a,498,300433.SZ,蓝思科技,-0.2586091147417158,False,0.0
2026-09-08,a,499,601390.SH,中国中铁,-0.26361998974726264,False,0.0
2026-09-08,a,500,002601.SZ,龙佰集团,-0.26362166133890474,False,0.0
2026-09-08,a,501,688385.SH,复旦微电,-0.267309915452941,False,0.0
2026-09-08,a,502,600690.SH,海尔智家,-0.2677951821795946,False,0.0
2026-09-08,a,503,300316.SZ,晶盛机电,-0.27655452224156907,False,0.0
2026-09-08,a,504,000539.SZ,粤电力A,-0.27942992041616027,False,0.0
2026-09-08,a,505,002252.SZ,上海莱士,-0.27971494690097726,False,0.0
2026-09-08,a,506,000728.SZ,国元证券,-0.2798771471713042,False,0.0
2026-09-08,a,507,002472.SZ,双环传动,-0.28677718519988044,False,0.0
2026-09-08,a,508,002920.SZ,德赛西威,-0.2881461282011398,False,0.0
2026-09-08,a,509,601633.SH,长城汽车,-0.2894963104884886,False,0.0
2026-09-08,a,510,600900.SH,长江电力,-0.28954208503506745,False,0.0
2026-09-08,a,511,601156.SH,东航物流,-0.28971035757280367,False,0.0
2026-09-08,a,512,600010.SH,包钢股份,-0.2936662397291108,False,0.0
2026-09-08,a,513,600919.SH,江苏银行,-0.3026558753599409,False,0.0
2026-09-08,a,514,000630.SZ,铜陵有色,-0.3037688746593257,False,0.0
2026-09-08,a,515,601866.SH,中远海发,-0.30654565324858735,False,0.0
2026-09-08,a,516,688375.SH,国博电子,-0.3087513672111904,False,0.0
2026-09-08,a,517,601990.SH,南京证券,-0.3096533410495819,False,0.0
2026-09-08,a,518,002230.SZ,科大讯飞,-0.3124887630915858,False,0.0
2026-09-08,a,519,300487.SZ,蓝晓科技,-0.313633769600083,False,0.0
2026-09-08,a,520,000975.SZ,山金国际,-0.31404077838124644,False,0.0
2026-09-08,a,521,601958.SH,金钼股份,-0.3161625032783753,False,0.0
2026-09-08,a,522,600031.SH,三一重工,-0.3184810782390504,False,0.0
2026-09-08,a,523,300558.SZ,贝达药业,-0.3197263117273488,False,0.0
2026-09-08,a,524,600497.SH,驰宏锌锗,-0.32514809088684987,False,0.0
2026-09-08,a,525,600685.SH,中船防务,-0.32804097981057834,False,0.0
2026-09-08,a,526,688019.SH,安集科技,-0.3280516823376745,False,0.0
2026-09-08,a,527,600486.SH,扬农化工,-0.3321553765220939,False,0.0
2026-09-08,a,528,600660.SH,福耀玻璃,-0.33257210451191654,False,0.0
2026-09-08,a,529,601228.SH,广州港,-0.3334206624176956,False,0.0
2026-09-08,a,530,002850.SZ,科达利,-0.35681020213688297,False,0.0
2026-09-08,a,531,688220.SH,翱捷科技,-0.35755570049593466,False,0.0
2026-09-08,a,532,300458.SZ,全志科技,-0.35922735007201095,False,0.0
2026-09-08,a,533,601100.SH,恒立液压,-0.3600013655902027,False,0.0
2026-09-08,a,534,600309.SH,万华化学,-0.36114911363199714,False,0.0
2026-09-08,a,535,301498.SZ,乖宝宠物,-0.36940041994205136,False,0.0
2026-09-08,a,536,600196.SH,复星医药,-0.371533659107843,False,0.0
2026-09-08,a,537,601800.SH,中国交建,-0.3749754398845836,False,0.0
2026-09-08,a,538,601618.SH,中国中冶,-0.3773692622579168,False,0.0
2026-09-08,a,539,601985.SH,中国核电,-0.38201061540289194,False,0.0
2026-09-08,a,540,002429.SZ,兆驰股份,-0.3874296287777601,False,0.0
2026-09-08,a,541,600985.SH,淮北矿业,-0.3925049255656644,False,0.0
2026-09-08,a,542,601991.SH,大唐发电,-0.39981589988239535,False,0.0
2026-09-08,a,543,600143.SH,金发科技,-0.40059920211177413,False,0.0
2026-09-08,a,544,601128.SH,常熟银行,-0.4027836641177081,False,0.0
2026-09-08,a,545,600489.SH,中金黄金,-0.40860500193305216,False,0.0
2026-09-08,a,546,000807.SZ,云铝股份,-0.40989016944373524,False,0.0
2026-09-08,a,547,000519.SZ,中兵红箭,-0.4100440007422128,False,0.0
2026-09-08,a,548,601838.SH,成都银行,-0.4123378091890107,False,0.0
2026-09-08,a,549,600298.SH,安琪酵母,-0.4155712681449594,False,0.0
2026-09-08,a,550,600764.SH,中国海防,-0.42307779575857823,False,0.0
2026-09-08,a,551,603119.SH,浙江荣泰,-0.4238205010020187,False,0.0
2026-09-08,a,552,601099.SH,太平洋,-0.42689746190770533,False,0.0
2026-09-08,a,553,002624.SZ,完美世界,-0.42736407320808795,False,0.0
2026-09-08,a,554,688126.SH,沪硅产业,-0.43037156441266583,False,0.0
2026-09-08,a,555,600803.SH,新奥股份,-0.4325582915048962,False,0.0
2026-09-08,a,556,601766.SH,中国中车,-0.4332458783226946,False,0.0
2026-09-08,a,557,300661.SZ,圣邦股份,-0.4355866024536843,False,0.0
2026-09-08,a,558,688563.SH,航材股份,-0.4358211136968547,False,0.0
2026-09-08,a,559,601865.SH,福莱特,-0.43971544548982383,False,0.0
2026-09-08,a,560,002195.SZ,岩山科技,-0.44523664781788974,False,0.0
2026-09-08,a,561,002265.SZ,建设工业,-0.445382943290178,False,0.0
2026-09-08,a,562,688122.SH,西部超导,-0.44560567235159326,False,0.0
2026-09-08,a,563,688278.SH,特宝生物,-0.44587512189970313,False,0.0
2026-09-08,a,564,002739.SZ,儒意电影,-0.44655277774401353,False,0.0
2026-09-08,a,565,002916.SZ,深南电路,-0.4477641005201621,False,0.0
2026-09-08,a,566,601808.SH,中海油服,-0.44832861354985204,False,0.0
2026-09-08,a,567,002179.SZ,中航光电,-0.4495185519624284,False,0.0
2026-09-08,a,568,600977.SH,中国电影,-0.45208160924740826,False,0.0
2026-09-08,a,569,300059.SZ,东方财富,-0.4616604107528949,False,0.0
2026-09-08,a,570,601669.SH,中国电建,-0.4638531982619051,False,0.0
2026-09-08,a,571,300832.SZ,新产业,-0.4645203355331701,False,0.0
2026-09-08,a,572,600862.SH,中航高科,-0.47037388636996563,False,0.0
2026-09-08,a,573,600515.SH,海南机场,-0.47490317033314516,False,0.0
2026-09-08,a,574,000999.SZ,华润三九,-0.4826219029598818,False,0.0
2026-09-08,a,575,603501.SH,豪威集团,-0.48349387977383446,False,0.0
2026-09-08,a,576,301236.SZ,软通动力,-0.4849769739287285,False,0.0
2026-09-08,a,577,300866.SZ,安克创新,-0.48647927812260633,False,0.0
2026-09-08,a,578,600521.SH,华海药业,-0.48655601607674415,False,0.0
2026-09-08,a,579,601877.SH,正泰电器,-0.4870431042054371,False,0.0
2026-09-08,a,580,002050.SZ,三花智控,-0.49726923149162044,False,0.0
2026-09-08,a,581,300017.SZ,网宿科技,-0.4994489445179325,False,0.0
2026-09-08,a,582,300124.SZ,汇川技术,-0.5024121549530344,False,0.0
2026-09-08,a,583,688578.SH,艾力斯,-0.5061573690699137,False,0.0
2026-09-08,a,584,601111.SH,中国国航,-0.5069659630804063,False,0.0
2026-09-08,a,585,002422.SZ,科伦药业,-0.5080523920183354,False,0.0
2026-09-08,a,586,601878.SH,浙商证券,-0.5089089008064079,False,0.0
2026-09-08,a,587,600027.SH,华电国际,-0.5096454454943213,False,0.0
2026-09-08,a,588,601628.SH,中国人寿,-0.5124695157395398,False,0.0
2026-09-08,a,589,601901.SH,方正证券,-0.5219745492691469,False,0.0
2026-09-08,a,590,603296.SH,华勤技术,-0.5227733185457784,False,0.0
2026-09-08,a,591,688027.SH,国盾量子,-0.5259496904440686,False,0.0
2026-09-08,a,592,600115.SH,中国东航,-0.5297336284017242,False,0.0
2026-09-08,a,593,002157.SZ,正邦科技,-0.5319908261218066,False,0.0
2026-09-08,a,594,600141.SH,兴发集团,-0.5324828065127118,False,0.0
2026-09-08,a,595,603920.SH,世运电路,-0.537545971351375,False,0.0
2026-09-08,a,596,688266.SH,泽璟制药,-0.5394523235399004,False,0.0
2026-09-08,a,597,603290.SH,斯达半导,-0.5403733970140712,False,0.0
2026-09-08,a,598,601155.SH,新城控股,-0.5404145837709222,False,0.0
2026-09-08,a,599,002142.SZ,宁波银行,-0.5449746779119208,False,0.0
2026-09-08,a,600,600021.SH,上海电力,-0.5481295205768875,False,0.0
2026-09-08,a,601,603288.SH,海天味业,-0.5549852148160137,False,0.0
2026-09-08,a,602,688608.SH,恒玄科技,-0.5570763277105786,False,0.0
2026-09-08,a,603,601689.SH,拓普集团,-0.5594763450715792,False,0.0
2026-09-08,a,604,000425.SZ,徐工机械,-0.5626697314388891,False,0.0
2026-09-08,a,605,688192.SH,迪哲医药,-0.5638885149442417,False,0.0
2026-09-08,a,606,000062.SZ,深圳华强,-0.5649953741256629,False,0.0
2026-09-08,a,607,600483.SH,福能股份,-0.5742762924385123,False,0.0
2026-09-08,a,608,002463.SZ,沪电股份,-0.5767498060599265,False,0.0
2026-09-08,a,609,000568.SZ,泸州老窖,-0.5839897972892832,False,0.0
2026-09-08,a,610,600578.SH,京能电力,-0.5868044831444168,False,0.0
2026-09-08,a,611,600026.SH,中远海能,-0.5900373981294254,False,0.0
2026-09-08,a,612,601236.SH,红塔证券,-0.5906120580592894,False,0.0
2026-09-08,a,613,603392.SH,万泰生物,-0.5920064099366461,False,0.0
2026-09-08,a,614,600871.SH,石化油服,-0.5925440026602959,False,0.0
2026-09-08,a,615,000988.SZ,华工科技,-0.5983140486821984,False,0.0
2026-09-08,a,616,688111.SH,金山办公,-0.6006236361257363,False,0.0
2026-09-08,a,617,000831.SZ,中国稀土,-0.6009522774635683,False,0.0
2026-09-08,a,618,600887.SH,伊利股份,-0.6012643149617888,False,0.0
2026-09-08,a,619,300857.SZ,协创数据,-0.6059614259365954,False,0.0
2026-09-08,a,620,300274.SZ,阳光电源,-0.6227766098410027,False,0.0
2026-09-08,a,621,300475.SZ,香农芯创,-0.6533001181978113,False,0.0
2026-09-08,a,622,688036.SH,传音控股,-0.6569882656406092,False,0.0
2026-09-08,a,623,002797.SZ,第一创业,-0.6586190253038643,False,0.0
2026-09-08,a,624,000100.SZ,TCL科技,-0.6621398844084716,False,0.0
2026-09-08,a,625,601336.SH,新华保险,-0.6632975399758689,False,0.0
2026-09-08,a,626,601727.SH,上海电气,-0.6686159804541488,False,0.0
2026-09-08,a,627,002025.SZ,航天电器,-0.6755824505718447,False,0.0
2026-09-08,a,628,600585.SH,海螺水泥,-0.6777000898011335,False,0.0
2026-09-08,a,629,601360.SH,三六零,-0.6827021128915448,False,0.0
2026-09-08,a,630,600009.SH,上海机场,-0.6892646648469811,False,0.0
2026-09-08,a,631,000887.SZ,中鼎股份,-0.6909056648124412,False,0.0
2026-09-08,a,632,002415.SZ,海康威视,-0.7006633818141084,False,0.0
2026-09-08,a,633,002966.SZ,苏州银行,-0.7011155449626588,False,0.0
2026-09-08,a,634,002851.SZ,麦格米特,-0.706297643096368,False,0.0
2026-09-08,a,635,601229.SH,上海银行,-0.7096720199185864,False,0.0
2026-09-08,a,636,601825.SH,沪农商行,-0.7156394261597439,False,0.0
2026-09-08,a,637,600845.SH,宝信软件,-0.7178696373721238,False,0.0
2026-09-08,a,638,300037.SZ,新宙邦,-0.7196898372979136,False,0.0
2026-09-08,a,639,000921.SZ,海信家电,-0.7198378388536791,False,0.0
2026-09-08,a,640,688295.SH,中复神鹰,-0.7208868287030452,False,0.0
2026-09-08,a,641,600029.SH,南方航空,-0.7234263745625145,False,0.0
2026-09-08,a,642,002670.SZ,国盛证券,-0.7275231418805078,False,0.0
2026-09-08,a,643,601012.SH,隆基绿能,-0.7287070820394377,False,0.0
2026-09-08,a,644,601238.SH,广汽集团,-0.7299578124531605,False,0.0
2026-09-08,a,645,000737.SZ,北方铜业,-0.7338903313343318,False,0.0
2026-09-08,a,646,688331.SH,荣昌生物,-0.7372325412690474,False,0.0
2026-09-08,a,647,601186.SH,中国铁建,-0.7409142453382537,False,0.0
2026-09-08,a,648,601166.SH,兴业银行,-0.7475873814759209,False,0.0
2026-09-08,a,649,002131.SZ,利欧股份,-0.7535837052000997,False,0.0
2026-09-08,a,650,600036.SH,招商银行,-0.753616895759194,False,0.0
2026-09-08,a,651,002138.SZ,顺络电子,-0.7554904375289279,False,0.0
2026-09-08,a,652,601198.SH,东兴证券,-0.7578544595905101,False,0.0
2026-09-08,a,653,600362.SH,江西铜业,-0.7693052848397153,False,0.0
2026-09-08,a,654,300442.SZ,润泽科技,-0.7735626568072033,False,0.0
2026-09-08,a,655,601988.SH,中国银行,-0.7779771641993872,False,0.0
2026-09-08,a,656,002202.SZ,金风科技,-0.7826577526057817,False,0.0
2026-09-08,a,657,600028.SH,中国石化,-0.7854612640584707,False,0.0
2026-09-08,a,658,000538.SZ,云南白药,-0.8000489535116229,False,0.0
2026-09-08,a,659,600482.SH,中国动力,-0.8111293621375152,False,0.0
2026-09-08,a,660,300724.SZ,捷佳伟创,-0.8112371512292726,False,0.0
2026-09-08,a,661,601059.SH,信达证券,-0.8116592731346063,False,0.0
2026-09-08,a,662,300759.SZ,康龙化成,-0.8259089837100059,False,0.0
2026-09-08,a,663,601319.SH,中国人保,-0.8288768354879519,False,0.0
2026-09-08,a,664,600095.SH,湘财股份,-0.8299174182769911,False,0.0
2026-09-08,a,665,600663.SH,陆家嘴,-0.8299806496413695,False,0.0
2026-09-08,a,666,600085.SH,同仁堂,-0.830121484171582,False,0.0
2026-09-08,a,667,001696.SZ,宗申动力,-0.8405316761222242,False,0.0
2026-09-08,a,668,300896.SZ,爱美客,-0.8639862991610706,False,0.0
2026-09-08,a,669,688469.SH,芯联集成,-0.8693169099990846,False,0.0
2026-09-08,a,670,002436.SZ,兴森科技,-0.8838226599670244,False,0.0
2026-09-08,a,671,601872.SH,招商轮船,-0.8950055598806407,False,0.0
2026-09-08,a,672,600519.SH,贵州茅台,-0.9000534120889866,False,0.0
2026-09-08,a,673,000725.SZ,京东方A,-0.9001060006913196,False,0.0
2026-09-08,a,674,002600.SZ,领益智造,-0.903633691135899,False,0.0
2026-09-08,a,675,601888.SH,中国中免,-0.9060846738458331,False,0.0
2026-09-08,a,676,600598.SH,北大荒,-0.915941703621115,False,0.0
2026-09-08,a,677,600801.SH,华新建材,-0.9169750788429233,False,0.0
2026-09-08,a,678,603019.SH,中科曙光,-0.9270867973127936,False,0.0
2026-09-08,a,679,688235.SH,百济神州,-0.9274108736499014,False,0.0
2026-09-08,a,680,002517.SZ,恺英网络,-0.9398239081588828,False,0.0
2026-09-08,a,681,000963.SZ,华东医药,-0.9412167781421963,False,0.0
2026-09-08,a,682,002241.SZ,歌尔股份,-0.9419126750306774,False,0.0
2026-09-08,a,683,603369.SH,今世缘,-0.9435885068080194,False,0.0
2026-09-08,a,684,002074.SZ,国轩高科,-0.9532044304698596,False,0.0
2026-09-08,a,685,000617.SZ,中油资本,-0.9604098041706065,False,0.0
2026-09-08,a,686,600893.SH,航发动力,-0.9661824376312556,False,0.0
2026-09-08,a,687,605358.SH,立昂微,-0.9675938279937668,False,0.0
2026-09-08,a,688,300454.SZ,深信服,-0.9721328082914981,False,0.0
2026-09-08,a,689,600998.SH,九州通,-0.9738577026224725,False,0.0
2026-09-08,a,690,002203.SZ,海亮股份,-0.9964276860248739,False,0.0
2026-09-08,a,691,000625.SZ,长安汽车,-1.0046114814295504,False,0.0
2026-09-08,a,692,002027.SZ,分众传媒,-1.0122116678627824,False,0.0
2026-09-08,a,693,601138.SH,工业富联,-1.0212308854576724,False,0.0
2026-09-08,a,694,688472.SH,阿特斯,-1.029321776135577,False,0.0
2026-09-08,a,695,002945.SZ,华林证券,-1.029479097907983,False,0.0
2026-09-08,a,696,002304.SZ,洋河股份,-1.0337226187861908,False,0.0
2026-09-08,a,697,001391.SZ,国货航,-1.039149675791032,False,0.0
2026-09-08,a,698,600886.SH,国投电力,-1.0398573840104288,False,0.0
2026-09-08,a,699,300015.SZ,爱尔眼科,-1.0414270705408033,False,0.0
2026-09-08,a,700,600547.SH,山东黄金,-1.0769306247724286,False,0.0
2026-09-08,a,701,600926.SH,杭州银行,-1.0940636383629017,False,0.0
2026-09-08,a,702,000878.SZ,云南铜业,-1.0974092097893788,False,0.0
2026-09-08,a,703,600276.SH,恒瑞医药,-1.0998926189391318,False,0.0
2026-09-08,a,704,000858.SZ,五 粮 液,-1.1006013410482627,False,0.0
2026-09-08,a,705,002625.SZ,光启技术,-1.1011495916986873,False,0.0
2026-09-08,a,706,600988.SH,赤峰黄金,-1.1058377974492277,False,0.0
2026-09-08,a,707,300122.SZ,智飞生物,-1.1071610486921677,False,0.0
2026-09-08,a,708,600372.SH,中航机载,-1.1122850248345606,False,0.0
2026-09-08,a,709,300339.SZ,润和软件,-1.114803151178681,False,0.0
2026-09-08,a,710,600111.SH,北方稀土,-1.1163597554049942,False,0.0
2026-09-08,a,711,601658.SH,邮储银行,-1.1264764155700582,False,0.0
2026-09-08,a,712,601162.SH,天风证券,-1.1517148681805633,False,0.0
2026-09-08,a,713,000001.SZ,平安银行,-1.1600110683847753,False,0.0
2026-09-08,a,714,300474.SZ,景嘉微,-1.1671737669997273,False,0.0
2026-09-08,a,715,603087.SH,甘李药业,-1.180379953832242,False,0.0
2026-09-08,a,716,601179.SH,中国西电,-1.188154129240826,False,0.0
