date,总市值,市盈率(TTM),市净率
1997-11-16,311.48,97.64,7.57
1997-12-03,283.74,88.95,6.89
1997-12-20,262.82,82.39,6.39
1998-01-06,255.03,79.95,6.2
1998-01-23,241.4,75.67,5.87
1998-02-09,247.24,77.5,6.01
1998-02-26,236.05,74.0,5.74
1998-03-15,236.53,74.15,5.75
1998-04-01,253.57,79.49,6.16
1998-04-18,247.24,77.5,6.01
1998-05-05,236.05,65.13,3.22
1998-05-22,230.69,63.65,3.15
1998-06-08,224.37,61.91,3.06
1998-06-25,210.74,58.15,2.88
1998-07-12,228.75,63.12,3.12
1998-07-29,214.15,59.09,2.93
1998-08-15,189.32,52.24,2.59
1998-09-01,167.42,-134.84,2.44
1998-09-18,164.02,-132.1,2.39
1998-10-05,173.26,-139.55,2.53
1998-10-22,165.96,-133.67,2.42
1998-11-08,168.88,-136.02,2.46
1998-11-25,174.24,-140.33,2.54
1998-12-12,166.45,-134.06,2.43
1998-12-29,158.18,-127.4,2.31
1999-01-15,146.5,-117.99,2.14
1999-02-01,146.5,-117.99,2.14
1999-02-18,145.04,-116.81,2.12
1999-03-07,151.36,-121.91,2.21
1999-03-24,158.18,-127.4,2.31
1999-04-10,172.29,-138.76,2.51
1999-04-27,167.42,-134.84,2.44
1999-05-14,157.2,-24.86,2.41
1999-05-31,175.21,-27.7,2.68
1999-06-17,233.13,-36.86,3.57
1999-07-04,263.79,-41.71,4.04
1999-07-21,254.54,-40.25,3.9
1999-08-07,274.5,-43.4,4.2
1999-08-24,274.01,-43.33,4.2
1999-09-10,260.87,-119.12,3.96
1999-09-27,247.73,-113.12,3.76
1999-10-14,228.26,-104.23,3.47
1999-10-31,218.04,-99.56,3.31
1999-11-17,214.63,-98.0,3.26
1999-12-04,209.28,-95.56,3.18
1999-12-21,195.16,-89.11,2.96
2000-01-07,207.33,-94.67,3.15
2000-01-24,195.65,-89.34,2.97
2000-02-10,193.22,-88.23,2.93
2000-02-27,195.65,-89.34,2.97
2000-03-15,209.77,-95.78,3.18
2000-04-01,217.55,-99.34,3.3
2000-04-18,228.26,-104.23,3.47
2000-05-05,224.85,108.05,3.36
2000-05-22,215.61,103.61,3.23
2000-06-08,246.75,118.57,3.69
2000-06-25,266.22,127.93,3.98
2000-07-12,291.04,139.86,4.36
2000-07-29,299.8,144.07,4.49
2000-08-15,293.96,141.26,4.4
2000-09-01,270.12,119.55,4.0
2000-09-18,256.97,113.74,3.8
2000-10-05,255.03,112.88,3.78
2000-10-22,251.62,111.37,3.73
2000-11-08,259.41,114.81,3.84
2000-11-25,277.9,123.0,4.11
2000-12-12,272.06,120.42,4.03
2000-12-29,272.55,120.63,4.04
2001-01-15,276.44,122.35,4.09
2001-02-01,283.74,125.59,4.2
2001-02-18,282.77,125.15,4.19
2001-03-07,279.85,123.86,4.14
2001-03-24,283.26,125.37,4.19
2001-04-10,286.18,1425.05,4.33
2001-04-27,276.44,1376.58,4.18
2001-05-14,281.31,1400.81,4.26
2001-05-31,281.31,1400.81,4.26
2001-06-17,280.82,1398.39,4.25
2001-07-04,294.94,1468.67,4.46
2001-07-21,286.66,1427.47,4.34
2001-08-07,252.59,1257.82,3.82
2001-08-24,251.13,1250.55,3.8
2001-09-10,255.03,-91.96,4.26
2001-09-27,226.8,-81.78,3.79
2001-10-14,209.28,-75.46,3.49
2001-10-31,226.31,-81.6,3.78
2001-11-17,227.77,-82.13,3.8
2001-12-04,240.43,-86.69,4.01
2001-12-21,223.88,-80.72,3.74
2002-01-07,218.04,-78.62,3.64
2002-01-24,200.52,-72.3,3.35
2002-02-10,219.01,-78.97,3.66
2002-02-27,222.91,-80.37,3.72
2002-03-16,229.72,-82.83,3.83
2002-04-02,220.47,-79.5,3.68
2002-04-19,234.1,176.12,3.75
2002-05-06,247.73,186.37,3.92
2002-05-23,236.05,177.59,3.74
2002-06-09,231.18,173.93,3.66
