date,总市值,市盈率(TTM),市净率
2004-06-23,28.46,30.76,9.1
2004-07-06,24.89,26.9,7.95
2004-07-19,24.22,26.18,7.74
2004-08-01,23.1,24.69,3.02
2004-08-14,22.87,24.44,2.99
2004-08-27,19.72,21.08,2.58
2004-09-09,20.27,21.66,2.65
2004-09-22,22.66,24.22,2.96
2004-10-05,21.33,22.8,2.79
2004-10-18,18.99,20.29,2.48
2004-10-31,20.86,21.37,2.65
2004-11-13,22.35,22.9,2.83
2004-11-26,22.47,23.02,2.85
2004-12-09,23.26,23.83,2.95
2004-12-22,23.5,24.08,2.98
2005-01-04,22.49,23.04,2.85
2005-01-17,22.96,23.52,2.91
2005-01-30,20.27,20.76,2.57
2005-02-12,21.07,21.59,2.67
2005-02-25,23.91,24.49,3.03
2005-03-10,25.04,25.66,3.18
2005-03-23,21.63,20.67,2.61
2005-04-05,22.14,21.15,2.68
2005-04-18,23.99,22.93,2.9
2005-05-01,24.27,19.9,2.81
2005-05-14,23.63,19.37,2.74
2005-05-27,24.22,19.85,2.81
2005-06-09,26.08,21.37,3.02
2005-06-22,26.71,21.89,3.1
2005-07-05,27.8,22.79,3.22
2005-07-18,29.37,24.07,3.4
2005-07-31,29.64,21.95,3.44
2005-08-13,24.82,18.37,2.87
2005-08-26,23.27,17.23,2.69
2005-09-08,24.23,17.94,2.8
2005-09-21,23.93,17.72,2.77
2005-10-04,24.52,18.16,2.84
2005-10-17,24.18,17.9,2.8
2005-10-30,24.52,17.07,2.77
2005-11-12,24.77,17.24,2.8
2005-11-25,25.57,17.8,2.89
2005-12-08,24.96,17.37,2.82
2005-12-21,24.0,16.7,2.71
2006-01-03,24.68,17.18,2.79
2006-01-16,27.32,19.02,3.09
2006-01-29,27.53,19.16,3.11
2006-02-11,26.37,18.35,2.98
2006-02-24,26.85,18.68,3.03
2006-03-09,27.25,16.67,2.88
2006-03-22,30.05,18.38,3.18
2006-04-04,32.15,19.66,3.4
2006-04-17,33.6,20.55,3.56
2006-04-30,32.33,18.48,3.26
2006-05-13,34.44,19.69,3.47
2006-05-26,45.48,26.0,4.59
2006-06-08,46.98,26.86,4.74
2006-06-21,60.61,34.65,6.11
2006-07-04,59.91,34.25,6.04
2006-07-17,59.72,34.14,6.02
2006-07-30,60.16,28.33,5.7
2006-08-12,57.78,27.21,5.48
2006-08-25,57.65,27.15,5.46
2006-09-07,68.7,32.35,6.51
2006-09-20,70.87,33.37,6.72
2006-10-03,80.87,38.08,7.67
2006-10-16,83.0,39.09,7.87
2006-10-29,81.09,29.87,7.07
2006-11-11,78.77,29.02,6.87
2006-11-24,85.17,31.38,7.43
2006-12-07,100.77,37.13,8.79
2006-12-20,114.66,42.24,10.0
2007-01-02,127.59,47.0,11.13
