date,总市值,市盈率(TTM),市净率
2019-04-03,224.0,20.22,9.0
2019-04-06,246.42,22.25,9.9
2019-04-09,257.88,23.28,10.36
2019-04-12,237.21,21.41,9.53
2019-04-15,234.6,21.18,9.43
2019-04-18,227.58,20.54,9.15
2019-04-21,234.69,21.19,9.43
2019-04-24,229.06,20.68,9.21
2019-04-27,209.48,19.32,4.63
2019-04-30,210.22,19.39,4.65
2019-05-03,210.22,19.39,4.65
2019-05-06,208.74,19.25,4.62
2019-05-09,207.04,19.1,4.58
2019-05-12,210.0,19.37,4.64
2019-05-15,203.68,18.79,4.5
2019-05-18,188.33,17.37,4.16
2019-05-21,179.35,16.54,3.97
2019-05-24,169.02,15.59,3.74
2019-05-27,171.28,15.8,3.79
2019-05-30,173.64,16.01,3.84
2019-06-02,182.27,16.81,4.03
2019-06-05,167.71,15.47,3.71
2019-06-08,161.12,14.86,3.56
2019-06-11,169.63,15.64,3.75
2019-06-14,163.65,15.09,3.62
2019-06-17,164.39,15.16,3.63
2019-06-20,169.76,15.66,3.75
2019-06-23,170.93,15.77,3.78
2019-06-26,166.01,15.31,3.67
2019-06-29,162.82,15.02,3.6
2019-07-02,175.16,16.16,3.87
2019-07-05,187.42,17.29,4.14
2019-07-08,183.49,16.92,4.06
2019-07-11,185.85,17.14,4.11
2019-07-14,191.39,17.65,4.23
2019-07-17,200.28,18.47,4.43
2019-07-20,189.6,17.49,4.19
2019-07-23,170.8,15.75,3.78
2019-07-26,168.49,15.54,3.73
2019-07-29,169.32,15.62,3.74
2019-08-01,174.03,16.05,3.85
2019-08-04,177.56,16.38,3.93
2019-08-07,168.75,15.56,3.73
2019-08-10,161.21,14.87,3.56
2019-08-13,170.98,15.77,3.78
2019-08-16,168.41,15.53,3.72
2019-08-19,172.24,15.89,3.81
2019-08-22,172.68,15.93,3.82
2019-08-25,165.05,17.72,3.48
2019-08-28,166.01,17.82,3.5
2019-08-31,161.95,17.39,3.42
2019-09-03,167.4,17.97,3.53
2019-09-06,175.73,18.87,3.71
2019-09-09,176.38,18.94,3.72
2019-09-12,175.69,18.86,3.71
2019-09-15,175.69,18.86,3.71
2019-09-18,171.15,18.37,3.61
2019-09-21,176.56,18.95,3.73
