date,总市值,市盈率(TTM),市净率
1998-12-12,22.77,53.03,15.59
1998-12-29,22.19,51.69,15.19
1999-01-15,22.54,52.51,15.44
1999-02-01,23.25,54.15,15.92
1999-02-18,22.58,52.59,15.46
1999-03-07,22.11,51.51,15.14
1999-03-24,23.66,40.53,4.96
1999-04-10,22.94,39.29,4.81
1999-04-27,23.2,39.73,4.87
1999-05-14,24.69,42.28,5.18
1999-05-31,28.53,48.86,5.98
1999-06-17,32.05,54.89,6.72
1999-07-04,36.42,62.37,7.64
1999-07-21,39.28,67.27,8.24
1999-08-07,38.06,65.19,7.98
1999-08-24,34.18,54.67,6.67
1999-09-10,36.3,58.07,7.09
1999-09-27,34.94,55.9,6.82
1999-10-14,35.03,56.03,6.84
1999-10-31,36.9,59.03,7.2
1999-11-17,35.7,57.11,6.97
1999-12-04,37.66,60.24,7.35
1999-12-21,31.86,50.97,6.22
2000-01-07,31.7,50.7,6.19
2000-01-24,27.69,44.3,5.41
2000-02-10,27.3,43.67,5.33
2000-02-27,31.81,50.88,6.21
2000-03-15,31.36,50.16,6.12
2000-04-01,36.9,59.92,7.04
2000-04-18,36.96,60.01,7.05
2000-05-05,35.08,56.96,6.69
2000-05-22,33.01,53.6,6.3
2000-06-08,34.44,55.92,6.57
2000-06-25,32.96,53.51,6.29
2000-07-12,35.9,58.28,6.85
2000-07-29,35.9,58.28,6.85
2000-08-15,35.5,65.04,6.4
2000-09-01,34.33,62.89,6.19
2000-09-18,34.36,62.94,6.19
2000-10-05,33.21,60.84,5.98
2000-10-22,33.46,61.3,6.03
2000-11-08,33.66,61.66,6.06
2000-11-25,35.62,65.25,6.42
2000-12-12,35.39,64.84,6.38
2000-12-29,34.1,62.48,6.14
2001-01-15,35.76,65.51,6.44
2001-02-01,35.25,64.57,6.35
2001-02-18,33.92,62.14,6.11
2001-03-07,33.8,61.92,6.09
2001-03-24,35.58,84.48,6.42
2001-04-10,37.35,88.7,6.74
2001-04-27,36.9,87.63,6.66
2001-05-14,38.62,91.7,6.97
2001-05-31,38.89,92.35,7.02
2001-06-17,40.24,95.56,7.26
2001-07-04,40.03,95.06,7.23
2001-07-21,38.83,92.2,7.01
2001-08-07,33.56,79.7,6.06
2001-08-24,31.94,80.64,4.12
2001-09-10,29.5,74.48,3.81
2001-09-27,27.39,69.16,3.54
2001-10-14,24.44,61.71,3.16
2001-10-31,25.89,65.36,3.34
2001-11-17,24.08,60.8,3.11
2001-12-04,26.97,68.1,3.48
