date,总市值,市盈率(TTM),市净率
2000-12-23,673.15,29.59,4.05
2001-01-07,698.17,30.69,4.2
2001-01-22,805.77,35.42,4.84
2001-02-06,800.77,35.2,4.81
2001-02-21,760.73,33.44,4.57
2001-03-08,694.42,30.52,4.17
2001-03-23,710.68,23.75,2.81
2001-04-07,714.44,23.88,2.83
2001-04-22,690.66,23.08,2.73
2001-05-07,689.41,23.04,2.73
2001-05-22,689.41,23.04,2.73
2001-06-06,685.66,22.92,2.71
2001-06-21,670.64,22.41,2.65
2001-07-06,669.39,22.37,2.65
2001-07-21,668.14,22.33,2.64
2001-08-05,604.33,20.2,2.39
2001-08-20,564.29,18.86,2.23
2001-09-04,534.26,16.88,1.99
2001-09-19,514.24,16.25,1.91
2001-10-04,512.99,16.21,1.91
2001-10-19,480.46,15.18,1.79
2001-11-03,500.48,15.81,1.86
2001-11-18,497.98,15.73,1.85
2001-12-03,507.99,16.05,1.89
2001-12-18,477.96,15.1,1.78
2002-01-02,489.22,15.46,1.82
2002-01-17,497.98,15.73,1.85
2002-02-01,500.48,15.81,1.86
2002-02-16,520.5,16.45,1.94
2002-03-03,510.49,16.13,1.9
2002-03-18,515.49,20.13,1.96
2002-04-02,486.72,19.0,1.85
2002-04-17,490.47,19.15,1.87
2002-05-02,507.99,19.83,1.89
2002-05-17,487.97,19.05,1.82
2002-06-01,500.48,19.54,1.86
2002-06-16,504.23,19.69,1.88
2002-07-01,569.3,22.23,2.12
2002-07-16,565.54,22.08,2.11
2002-07-31,549.28,21.45,2.05
2002-08-15,544.27,23.55,1.97
2002-08-30,561.79,24.31,2.03
2002-09-14,539.27,23.34,1.95
2002-09-29,535.51,23.18,1.94
2002-10-14,518.0,22.42,1.87
2002-10-29,524.25,22.69,1.9
2002-11-13,538.02,23.28,1.86
2002-11-28,525.5,22.74,1.82
2002-12-13,511.74,22.15,1.77
2002-12-28,518.0,22.42,1.79
2003-01-12,525.5,22.74,1.82
2003-01-27,585.56,25.34,2.02
2003-02-11,588.06,13.77,2.09
2003-02-26,613.09,14.35,2.18
2003-03-13,615.59,14.41,2.18
2003-03-28,633.11,14.82,2.25
2003-04-12,701.92,16.43,2.49
2003-04-27,634.36,11.68,2.12
2003-05-12,691.91,12.74,2.31
2003-05-27,681.9,12.55,2.28
2003-06-11,683.16,12.58,2.29
2003-06-26,645.62,11.88,2.16
2003-07-11,680.65,12.53,2.28
2003-07-26,688.16,10.23,2.13
2003-08-10,688.16,10.23,2.13
2003-08-25,684.41,10.17,2.12
2003-09-09,684.41,10.17,2.12
2003-09-24,659.38,9.8,2.05
2003-10-09,659.38,9.8,2.05
2003-10-24,733.2,10.9,2.27
2003-11-08,789.51,11.35,2.34
2003-11-23,825.79,11.87,2.45
2003-12-08,859.57,12.36,2.55
2003-12-23,933.4,13.42,2.76
2004-01-07,977.19,14.05,2.89
2004-01-22,935.9,13.46,2.77
2004-02-06,909.62,13.08,2.69
