date,总市值,市盈率(TTM),市净率
1997-04-25,50.06,54.01,19.16
1997-05-13,49.14,53.02,18.8
1997-05-31,45.09,48.65,17.25
1997-06-18,39.69,42.83,15.19
1997-07-06,36.1,38.95,13.81
1997-07-24,40.45,43.64,15.48
1997-08-11,38.56,41.6,14.75
1997-08-29,36.45,39.33,4.85
1997-09-16,35.1,37.87,4.67
1997-10-04,31.94,34.46,4.25
1997-10-22,36.1,38.95,4.81
1997-11-09,38.07,41.08,5.07
1997-11-27,34.02,36.71,4.53
1997-12-15,37.94,40.93,5.05
1998-01-02,42.66,46.03,5.68
1998-01-20,55.62,60.01,7.41
1998-02-07,54.81,59.14,7.3
1998-02-25,47.93,51.71,6.38
1998-03-15,45.58,33.19,5.49
1998-04-02,52.38,38.15,6.31
1998-04-20,54.22,39.49,6.53
1998-05-08,63.59,46.31,7.66
1998-05-26,62.99,45.88,7.59
1998-06-13,62.26,45.35,7.5
1998-07-01,53.91,39.27,6.5
1998-07-19,53.17,38.73,6.41
1998-08-06,49.92,36.36,6.02
1998-08-24,45.48,37.73,5.23
1998-09-11,45.89,38.08,5.27
1998-09-29,45.27,37.56,5.2
1998-10-17,43.61,36.19,5.01
1998-11-04,43.52,36.11,5.0
1998-11-22,47.02,39.01,5.4
1998-12-10,44.56,36.97,5.12
1998-12-28,43.05,35.72,4.95
1999-01-15,43.7,36.26,5.02
1999-02-02,42.66,35.4,4.9
1999-02-20,41.57,34.49,4.78
1999-03-10,42.25,35.06,4.86
1999-03-28,41.45,34.39,4.76
1999-04-15,40.5,28.74,3.25
1999-05-03,39.23,27.84,3.15
1999-05-21,42.9,30.44,3.44
1999-06-08,50.73,36.0,4.07
1999-06-26,59.69,42.35,4.79
1999-07-14,53.39,37.88,4.29
1999-08-01,50.94,38.04,3.98
1999-08-19,53.43,39.9,4.18
1999-09-06,50.03,37.36,3.91
1999-09-24,51.15,38.2,4.0
1999-10-12,49.95,37.3,3.9
1999-10-30,48.16,35.97,3.76
1999-11-17,46.01,34.36,3.6
1999-12-05,42.69,31.88,3.34
1999-12-23,42.82,31.98,3.35
2000-01-10,49.95,37.3,3.9
2000-01-28,47.67,35.6,3.73
2000-02-15,50.28,37.55,3.93
2000-03-04,49.16,36.71,3.84
2000-03-22,51.4,38.38,4.02
2000-04-09,52.56,44.21,3.94
2000-04-27,51.81,43.58,3.89
2000-05-15,48.5,40.79,3.64
2000-06-02,51.81,43.58,3.89
2000-06-20,55.96,47.07,4.2
2000-07-08,58.48,49.19,4.39
2000-07-26,60.93,44.68,4.45
2000-08-13,63.0,46.2,4.6
2000-08-31,63.38,46.47,4.62
2000-09-18,58.9,43.19,4.3
2000-10-06,63.38,46.47,4.62
2000-10-24,61.76,45.29,4.51
2000-11-11,64.25,47.11,4.69
2000-11-29,60.85,44.62,4.44
2000-12-17,59.89,43.92,4.37
2001-01-04,57.24,41.98,4.18
2001-01-22,63.0,46.2,4.6
2001-02-09,60.73,44.54,4.43
2001-02-27,63.1,46.27,4.6
2001-03-17,63.94,46.89,4.67
2001-04-04,63.65,46.67,4.64
2001-04-22,63.5,50.66,4.51
2001-05-10,62.66,49.99,4.45
2001-05-28,61.28,48.89,4.35
2001-06-15,65.52,52.28,4.65
2001-07-03,62.86,50.15,4.46
2001-07-21,62.12,49.56,4.41
2001-08-08,48.54,41.26,2.0
2001-08-26,48.59,41.31,2.0
2001-09-13,45.38,38.58,1.87
2001-10-01,45.38,38.58,1.87
2001-10-19,42.61,36.23,1.76
2001-11-06,46.91,39.88,1.93
2001-11-24,49.87,42.4,2.06
2001-12-12,47.8,40.63,1.97
2001-12-30,44.78,38.07,1.85
2002-01-17,36.93,31.4,1.52
2002-02-04,37.18,31.61,1.53
2002-02-22,36.14,30.73,1.49
2002-03-12,41.38,35.18,1.71
2002-03-30,40.14,34.13,1.65
2002-04-17,39.3,-218.41,1.77
2002-05-05,40.09,-222.8,1.8
2002-05-23,39.45,-219.23,1.77
2002-06-10,42.61,-236.79,1.91
2002-06-28,48.98,-272.19,2.2
2002-07-16,45.48,-252.71,2.04
2002-08-03,44.04,-244.75,1.98
2002-08-21,45.53,-124.59,2.03
2002-09-08,44.04,-120.53,1.97
2002-09-26,40.29,-110.26,1.8
2002-10-14,38.96,-106.62,1.74
2002-11-01,38.76,-106.07,1.72
2002-11-19,34.66,-94.86,1.54
