date,总市值,市盈率(TTM),市净率
2007-04-28,22.42,57.6,16.25
2007-05-09,22.19,57.0,16.08
2007-05-20,24.92,64.02,18.06
2007-05-31,23.11,59.38,16.75
2007-06-11,24.62,63.25,17.84
2007-06-22,24.09,61.89,17.46
2007-07-03,23.53,60.44,17.05
2007-07-14,22.32,57.35,16.17
2007-07-25,24.86,63.89,18.02
2007-08-05,28.57,73.4,20.7
2007-08-16,26.35,62.98,6.79
2007-08-27,26.75,63.93,6.89
2007-09-07,27.21,65.03,7.01
2007-09-18,25.97,62.08,6.69
2007-09-29,24.62,58.85,6.35
2007-10-10,24.09,57.58,6.21
2007-10-21,22.82,54.54,5.88
2007-11-01,24.32,56.54,6.04
2007-11-12,24.32,56.54,6.04
2007-11-23,24.2,56.27,6.02
2007-12-04,22.55,52.42,5.6
2007-12-15,24.24,56.36,6.03
2007-12-26,26.16,60.82,6.5
2008-01-06,27.0,62.77,6.71
2008-01-17,27.54,64.03,6.84
2008-01-28,22.65,52.67,5.63
2008-02-08,24.08,55.99,5.99
2008-02-19,25.22,58.64,6.27
2008-03-01,24.2,50.57,6.02
2008-03-12,23.89,49.92,5.94
2008-03-23,22.96,47.98,5.56
2008-04-03,17.92,37.45,4.34
2008-04-14,19.84,41.45,4.8
2008-04-25,19.2,40.11,4.65
2008-05-06,22.13,41.79,5.14
2008-05-17,20.34,38.41,4.72
2008-05-28,18.59,35.11,4.32
2008-06-08,18.07,34.12,4.19
2008-06-19,13.99,26.41,3.25
2008-06-30,12.6,23.8,2.93
2008-07-11,15.33,28.94,3.56
2008-07-22,16.79,31.7,3.9
2008-08-02,15.81,29.85,3.67
2008-08-13,12.0,22.66,2.79
2008-08-24,10.92,20.61,2.53
2008-09-04,11.14,20.05,2.53
2008-09-15,10.54,18.96,2.4
2008-09-26,10.49,18.88,2.39
2008-10-07,9.64,17.34,2.19
2008-10-18,7.68,13.82,1.75
2008-10-29,7.36,12.26,1.61
2008-11-09,7.72,12.86,1.68
2008-11-20,9.94,16.55,2.17
2008-12-01,9.46,15.74,2.06
2008-12-12,10.54,17.55,2.3
2008-12-23,10.81,18.0,2.36
2009-01-03,10.18,16.95,2.22
2009-01-14,11.91,19.83,2.6
2009-01-25,12.78,21.29,2.79
2009-02-05,15.34,25.55,3.35
2009-02-16,19.42,32.34,4.24
2009-02-27,16.34,23.29,3.56
2009-03-10,15.85,22.61,3.46
2009-03-21,16.86,24.04,3.68
2009-04-01,18.32,26.13,4.0
2009-04-12,19.15,27.31,4.18
2009-04-23,22.95,32.68,4.79
2009-05-04,22.21,28.02,4.39
2009-05-15,22.1,27.89,4.37
2009-05-26,20.63,26.03,4.07
2009-06-06,20.39,25.73,4.03
2009-06-17,21.5,27.13,4.25
2009-06-28,22.37,28.23,4.42
2009-07-09,22.95,28.96,4.53
2009-07-20,25.73,32.47,5.08
