date,总市值,市盈率(TTM),市净率
2008-07-24,27.23,34.82,13.21
2008-08-03,26.91,34.41,13.05
2008-08-13,21.96,28.08,10.65
2008-08-23,21.63,27.65,10.49
2008-09-02,21.04,26.9,10.2
2008-09-12,21.32,27.26,10.34
2008-09-22,22.44,28.69,10.88
2008-10-02,18.61,23.79,9.02
2008-10-12,14.02,17.92,6.8
2008-10-22,12.9,16.49,6.25
2008-11-01,12.78,16.78,2.49
2008-11-11,13.78,18.11,2.68
2008-11-21,15.27,20.06,2.97
2008-12-01,15.3,20.1,2.98
2008-12-11,18.21,23.92,3.54
2008-12-21,21.04,27.64,4.1
2008-12-31,20.37,26.75,3.96
2009-01-10,23.77,31.22,4.63
2009-01-20,24.36,31.99,4.74
2009-01-30,24.01,31.53,4.67
2009-02-09,24.77,32.54,4.82
2009-02-19,24.53,32.22,4.77
2009-03-01,22.27,28.18,4.34
2009-03-11,23.37,29.56,4.55
2009-03-21,24.31,30.75,4.73
2009-03-31,26.36,33.34,5.13
2009-04-10,32.07,40.57,6.24
2009-04-20,31.79,40.56,5.95
2009-04-30,31.23,38.83,5.66
2009-05-10,30.76,38.26,5.58
2009-05-20,32.74,40.72,5.94
2009-05-30,30.01,37.32,5.44
2009-06-09,28.29,35.18,5.13
2009-06-19,29.94,37.23,5.43
2009-06-29,29.36,36.51,5.32
2009-07-09,31.01,38.56,5.62
2009-07-19,36.32,45.16,6.59
2009-07-29,34.04,42.32,6.17
2009-08-08,33.38,42.22,5.88
2009-08-18,30.64,38.75,5.4
2009-08-28,35.96,45.48,6.34
2009-09-07,32.6,41.24,5.75
2009-09-17,35.78,45.26,6.31
2009-09-27,31.52,39.87,5.55
2009-10-07,30.52,38.61,5.38
2009-10-17,33.04,41.79,5.82
2009-10-27,34.65,40.4,5.86
2009-11-06,39.13,45.63,6.62
2009-11-16,40.01,46.65,6.76
2009-11-26,38.56,44.97,6.52
2009-12-06,38.55,44.95,6.52
2009-12-16,38.27,44.63,6.47
2009-12-26,44.22,51.56,7.48
2010-01-05,48.24,56.24,8.15
2010-01-15,54.73,63.82,9.25
2010-01-25,45.85,53.47,7.75
2010-02-04,42.69,49.78,7.22
2010-02-14,47.16,54.99,7.97
2010-02-24,47.92,55.88,8.1
2010-03-06,45.0,51.42,7.61
2010-03-16,45.91,52.45,7.76
2010-03-26,48.08,55.14,7.84
2010-04-05,51.91,59.54,8.47
2010-04-15,47.63,54.63,7.77
2010-04-25,47.17,53.94,7.48
2010-05-05,41.98,48.0,6.65
2010-05-15,39.75,45.45,6.3
2010-05-25,40.39,46.19,6.4
2010-06-04,38.45,43.96,6.09
2010-06-14,45.07,51.54,7.15
2010-06-24,43.08,49.26,6.83
2010-07-04,37.21,42.55,5.9
2010-07-14,41.0,46.88,6.5
2010-07-24,42.15,48.2,6.68
2010-08-03,43.17,49.36,6.84
2010-08-13,43.61,49.55,6.76
2010-08-23,42.57,48.38,6.6
2010-09-02,53.01,60.24,8.22
2010-09-12,52.68,59.86,8.17
2010-09-22,50.86,57.8,7.89
2010-10-02,52.02,59.12,8.07
2010-10-12,50.85,57.78,7.88
2010-10-22,48.77,55.42,7.56
2010-11-01,52.89,51.15,7.73
2010-11-11,57.5,55.61,8.4
2010-11-21,63.36,61.28,9.26
2010-12-01,59.31,57.35,8.67
2010-12-11,62.39,60.33,9.12
2010-12-21,63.94,61.84,9.34
2010-12-31,57.84,55.93,8.45
2011-01-10,58.33,56.41,8.52
2011-01-20,55.09,53.28,8.05
2011-01-30,49.8,48.16,7.28
2011-02-09,50.73,49.06,7.41
2011-02-19,53.93,52.15,7.88
2011-03-01,56.44,51.34,8.25
2011-03-11,54.12,49.23,7.91
2011-03-21,49.76,45.26,7.27
2011-03-31,46.8,42.58,6.84
2011-04-10,45.87,41.73,6.7
2011-04-20,48.85,44.12,6.76
2011-04-30,44.12,38.41,5.86
2011-05-10,46.78,40.72,6.21
2011-05-20,46.08,40.12,6.12
2011-05-30,40.83,35.55,5.42
2011-06-09,41.4,36.05,5.5
2011-06-19,39.46,34.36,5.24
2011-06-29,38.68,33.67,5.14
2011-07-09,41.67,36.28,5.53
2011-07-19,42.52,37.02,5.65
2011-07-29,37.52,32.67,4.98
2011-08-08,36.13,31.45,4.8
2011-08-18,39.2,35.31,5.11
2011-08-28,40.23,36.23,5.24
2011-09-07,36.63,32.99,4.77
2011-09-17,36.63,32.99,4.77
2011-09-27,33.75,30.4,4.4
2011-10-07,32.36,29.14,4.21
2011-10-17,35.06,31.58,4.57
2011-10-27,31.51,42.7,4.05
2011-11-06,42.06,57.01,5.41
2011-11-16,40.66,55.12,5.23
2011-11-26,37.94,51.42,4.88
2011-12-06,33.51,45.42,4.31
2011-12-16,41.23,55.88,5.3
2011-12-26,42.56,57.69,5.47
2012-01-05,38.85,52.66,5.0
2012-01-15,45.37,61.5,5.83
2012-01-25,39.03,52.9,5.02
2012-02-04,41.06,55.65,5.28
2012-02-14,45.33,61.44,5.83
2012-02-24,48.93,66.32,6.29
2012-03-05,49.23,70.53,6.33
2012-03-15,44.52,63.78,5.72
2012-03-25,45.02,64.5,5.79
2012-04-04,40.38,57.85,5.19
2012-04-14,41.75,59.81,5.37
2012-04-24,37.22,61.13,4.64
2012-05-04,37.72,61.95,4.7
2012-05-14,36.65,60.2,4.57
2012-05-24,34.6,56.83,4.31
2012-06-03,34.47,56.62,4.29
2012-06-13,32.11,52.75,4.0
2012-06-23,33.5,55.03,4.17
2012-07-03,32.4,53.21,4.04
2012-07-13,32.62,53.58,4.06
2012-07-23,27.49,45.16,3.42
2012-08-02,24.52,40.27,3.05
2012-08-12,30.1,64.84,3.75
2012-08-22,31.58,68.01,3.93
2012-09-01,26.96,58.06,3.36
2012-09-11,31.72,68.32,3.95
2012-09-21,27.21,58.61,3.39
2012-10-01,27.15,58.49,3.38
2012-10-11,27.69,59.65,3.45
2012-10-21,27.3,58.8,3.4
2012-10-31,25.0,45.94,3.07
2012-11-10,22.73,41.77,2.8
2012-11-20,21.68,39.84,2.67
2012-11-30,19.78,36.35,2.43
2012-12-10,21.46,39.43,2.64
2012-12-20,21.97,40.36,2.7
2012-12-30,22.82,41.93,2.81
2013-01-09,23.36,42.92,2.87
2013-01-19,27.24,50.05,3.35
2013-01-29,26.08,47.92,3.21
2013-02-08,25.96,47.71,3.19
2013-02-18,26.5,48.7,3.26
2013-02-28,28.51,83.07,3.51
2013-03-10,27.49,80.1,3.38
2013-03-20,24.86,72.42,3.06
2013-03-30,24.72,72.0,3.04
2013-04-09,27.3,79.52,3.36
2013-04-19,26.9,78.36,3.31
2013-04-29,27.66,95.82,3.35
2013-05-09,31.15,107.9,3.78
2013-05-19,29.73,102.99,3.6
2013-05-29,32.94,114.08,3.99
2013-06-08,31.69,109.76,3.84
2013-06-18,35.97,124.59,4.36
2013-06-28,40.99,141.96,4.97
2013-07-08,40.19,139.21,4.87
2013-07-18,50.93,176.42,6.17
2013-07-28,51.39,161.27,6.2
2013-08-07,47.05,147.66,5.67
2013-08-17,44.39,139.3,5.35
2013-08-27,52.72,165.45,6.36
2013-09-06,84.38,264.8,10.18
2013-09-16,87.67,275.12,10.57
2013-09-26,85.06,266.94,10.26
2013-10-06,93.22,292.56,11.24
2013-10-16,76.5,240.08,9.23
2013-10-26,69.81,220.66,8.32
2013-11-05,60.54,191.36,7.22
2013-11-15,59.32,187.51,7.07
2013-11-25,66.5,210.17,7.93
2013-12-05,60.37,190.82,7.2
2013-12-15,61.28,193.69,7.3
2013-12-25,59.35,187.6,7.07
2014-01-04,63.69,201.31,7.59
2014-01-14,71.88,227.2,8.57
2014-01-24,83.05,262.49,9.9
2014-02-03,82.14,259.63,9.79
2014-02-13,77.55,245.11,9.24
2014-02-23,77.55,245.11,9.24
2014-03-05,77.55,201.02,9.24
2014-03-15,77.55,201.02,9.24
2014-03-25,77.55,201.02,9.24
2014-04-04,77.55,195.96,9.12
2014-04-14,77.55,195.96,9.12
2014-04-24,77.55,151.45,8.9
2014-05-04,77.55,151.45,8.9
2014-05-14,77.42,151.2,8.89
2014-05-24,68.13,133.07,7.82
2014-06-03,69.88,136.48,8.02
2014-06-13,69.88,136.48,8.02
2014-06-23,73.02,142.6,8.38
2014-07-03,81.35,158.87,9.34
2014-07-13,76.98,150.35,8.84
2014-07-23,69.05,134.85,7.93
