date,总市值,市盈率(TTM),市净率
2015-07-02,183.96,39.36,7.84
2015-07-08,147.84,31.63,6.3
2015-07-14,216.42,46.31,9.22
2015-07-20,194.76,41.67,8.3
2015-07-26,225.42,48.23,9.61
2015-08-01,300.18,64.23,12.79
2015-08-07,262.26,56.12,11.18
2015-08-13,265.2,56.75,11.3
2015-08-19,239.28,51.2,10.2
2015-08-25,196.86,42.12,8.39
2015-08-31,204.3,39.19,6.13
2015-09-06,185.34,35.55,5.56
2015-09-12,204.06,39.14,6.12
2015-09-18,192.0,36.83,5.76
2015-09-24,201.54,38.66,6.05
2015-09-30,186.84,35.84,5.6
2015-10-06,186.84,35.84,5.6
2015-10-12,205.44,39.41,6.16
2015-10-18,210.66,40.41,6.32
2015-10-24,197.64,37.91,5.93
2015-10-30,202.92,33.39,5.64
2015-11-05,227.28,37.4,6.31
2015-11-11,246.42,40.55,6.84
2015-11-17,233.82,38.48,6.49
2015-11-23,234.12,38.52,6.5
2015-11-29,218.22,35.91,6.06
2015-12-05,240.9,39.64,6.69
2015-12-11,225.3,37.07,6.26
2015-12-17,239.1,39.34,6.64
2015-12-23,269.52,44.35,7.48
2015-12-29,266.04,43.78,7.39
2016-01-04,232.98,38.34,6.47
2016-01-10,224.52,36.94,6.23
2016-01-16,205.14,33.76,5.7
2016-01-22,206.76,34.02,5.74
2016-01-28,177.3,29.17,4.92
2016-02-03,189.18,31.13,5.25
2016-02-09,188.46,31.01,5.23
2016-02-15,184.62,30.38,5.13
2016-02-21,191.76,31.55,5.33
2016-02-27,178.38,29.35,4.95
2016-03-04,180.48,29.7,5.01
2016-03-10,178.68,29.4,4.96
2016-03-16,181.14,29.81,5.03
2016-03-22,195.78,32.22,5.44
2016-03-28,196.68,32.36,5.46
2016-04-03,193.26,31.8,5.37
2016-04-09,194.82,32.06,5.41
2016-04-15,202.44,33.31,5.62
2016-04-21,183.18,30.14,5.09
2016-04-27,193.26,31.8,5.37
2016-05-03,210.24,30.0,5.34
2016-05-09,211.14,30.13,5.36
2016-05-15,225.84,32.22,5.73
2016-05-21,219.48,31.32,5.57
2016-05-27,207.84,29.66,5.28
2016-06-02,218.7,31.21,5.55
2016-06-08,222.18,31.7,5.64
2016-06-14,217.68,31.06,5.53
2016-06-20,232.5,33.17,5.9
2016-06-26,207.06,29.54,5.26
2016-07-02,212.76,30.36,5.4
2016-07-08,225.6,32.19,5.73
2016-07-14,225.9,32.23,5.74
2016-07-20,219.06,31.26,5.56
2016-07-26,212.1,30.26,5.39
2016-08-01,199.92,28.53,5.08
2016-08-07,202.5,28.89,5.14
2016-08-13,205.02,29.25,5.21
2016-08-19,206.34,29.44,5.24
2016-08-25,205.32,27.79,5.32
2016-08-31,202.02,27.35,5.23
2016-09-06,198.06,26.81,5.13
2016-09-12,184.08,24.92,4.77
2016-09-18,186.12,25.2,4.82
2016-09-24,183.54,24.85,4.75
2016-09-30,179.34,24.28,4.64
2016-10-06,179.34,24.28,4.64
2016-10-12,189.24,25.62,4.9
2016-10-18,198.24,26.84,5.13
2016-10-24,198.18,26.83,5.13
2016-10-30,207.84,26.68,4.98
2016-11-05,204.0,26.19,4.89
2016-11-11,205.8,26.42,4.94
2016-11-17,203.4,26.11,4.88
2016-11-23,206.88,26.56,4.96
2016-11-29,206.28,26.48,4.95
2016-12-05,195.84,25.14,4.7
