date,总市值,市盈率(TTM),市净率
2015-12-01,73.1021067,12.1837,0.7701
2015-12-02,72.3692535,12.0615,0.7624
2015-12-03,72.9188934,12.1531,0.7682
2015-12-04,72.5524668,12.0921,0.7644
2015-12-07,72.1860402,12.031,0.7605
2015-12-08,72.3692535,12.0615,0.7624
2015-12-09,72.7356801,12.1226,0.7663
2015-12-10,71.8196136,11.9699,0.7566
2015-12-11,70.9035471,11.8173,0.747
2015-12-14,70.9035471,11.8173,0.747
2015-12-15,70.5371205,11.7562,0.7431
2015-12-16,71.2699737,11.8783,0.7508
2015-12-17,71.6364003,11.9394,0.7547
2015-12-18,71.453187,11.9089,0.7528
2015-12-21,73.1021067,12.1837,0.7701
2015-12-22,73.28532,12.2142,0.7721
2015-12-23,72.7356801,12.1226,0.7663
2015-12-24,72.7356801,12.1226,0.7663
2015-12-28,71.453187,11.9089,0.7528
2015-12-29,71.453187,11.9089,0.7528
2015-12-30,70.3539072,11.7257,0.7412
2015-12-31,71.6364003,11.9394,0.7547
2016-01-04,69.2546274,11.5424,0.7296
2016-01-05,69.0714141,11.5119,0.7277
2016-01-06,69.4378407,11.573,0.7315
2016-01-07,67.4224944,11.2371,0.7103
2016-01-08,69.2546274,11.5424,0.7296
2016-01-11,67.0560678,11.176,0.7064
2016-01-12,62.1093087,10.3516,0.6543
2016-01-13,63.0253752,10.5042,0.664
2016-01-14,64.3078683,10.718,0.6775
2016-01-15,61.7428821,10.2905,0.6505
2016-01-18,60.460389,10.0767,0.637
2016-01-19,61.3764555,10.2294,0.6466
2016-01-20,59.3611092,9.8935,0.6254
2016-01-21,57.5289762,9.5882,0.6061
2016-01-22,57.7121895,9.6187,0.608
2016-01-25,58.628256,9.7714,0.6177
2016-01-26,54.2311368,9.0385,0.5713
2016-01-27,51.4829373,8.5805,0.5424
2016-01-28,52.0325772,8.6721,0.5482
2016-01-29,53.6814969,8.9469,0.5655
2016-02-01,52.7654304,8.7942,0.5559
2016-02-02,54.2311368,9.0385,0.5713
2016-02-03,53.131857,8.8553,0.5598
2016-02-04,53.8647102,8.9775,0.5675
2016-02-05,54.96399,9.1607,0.5791
2016-02-11,53.4982836,8.9164,0.5636
2016-02-12,52.5822171,8.7637,0.554
2016-02-15,52.9486437,8.8248,0.5578
2016-02-16,57.3457629,9.5576,0.6041
2016-02-17,56.9793363,9.4966,0.6003
2016-02-18,57.5289762,9.5882,0.6061
2016-02-19,59.9107491,9.9851,0.6312
2016-02-22,60.2771757,10.0462,0.635
2016-02-23,57.7121895,9.6187,0.608
2016-02-24,56.796123,9.466,0.5984
2016-02-25,55.8800565,9.3133,0.5887
2016-02-26,56.796123,9.466,0.5984
2016-02-29,57.3457629,9.5576,0.6041
2016-03-01,56.4296964,9.8999,0.5945
2016-03-02,58.4450427,10.2535,0.6157
2016-03-03,56.2464831,9.8678,0.5926
2016-03-04,56.796123,9.9642,0.5984
2016-03-07,58.0786161,10.1892,0.6119
2016-03-08,57.7121895,10.1249,0.608
2016-03-09,56.796123,9.9642,0.5984
2016-03-10,56.2464831,9.8678,0.5926
2016-03-11,56.796123,9.9642,0.5984
2016-03-14,58.0786161,10.1892,0.6119
2016-03-15,57.5289762,10.0928,0.6061
2016-03-16,55.8800565,9.8035,0.5887
2016-03-17,56.796123,9.9642,0.5984
2016-03-18,56.796123,9.9642,0.5984
2016-03-21,57.1625496,10.0285,0.6022
2016-03-22,56.4296964,9.8999,0.5945
2016-03-23,56.2464831,9.8678,0.6217
2016-03-24,54.96399,9.6428,0.6075
2016-03-29,55.8800565,9.8035,0.6177
2016-03-30,57.8954028,10.1571,0.6399
2016-03-31,57.8954028,10.1571,0.6399
2016-04-01,55.8800565,9.8035,0.6177
