date,总市值,市盈率(TTM),市净率
2013-12-24,169.38,10.98,1.86
2013-12-31,182.64,11.84,2.01
2014-01-07,214.14,13.88,2.35
2014-01-14,231.18,14.98,2.54
2014-01-21,235.24,15.24,2.58
2014-01-28,224.43,14.54,2.47
2014-02-04,215.3,13.95,2.37
2014-02-11,225.11,14.59,2.47
2014-02-18,221.39,14.35,2.43
2014-02-25,213.29,13.82,2.34
2014-03-04,215.32,13.95,2.37
2014-03-11,213.63,13.84,2.35
2014-03-18,197.41,10.76,2.17
2014-03-25,190.32,10.37,2.09
2014-04-01,198.43,10.82,2.18
2014-04-08,195.05,10.63,1.45
2014-04-15,195.05,10.63,1.45
2014-04-22,206.21,11.24,1.54
2014-04-29,191.67,10.45,1.43
2014-05-06,192.35,10.49,1.43
2014-05-13,195.4,10.65,1.46
2014-05-20,193.37,10.54,1.44
2014-05-27,202.84,11.06,1.51
2014-06-03,209.95,11.44,1.56
2014-06-10,204.54,11.15,1.52
2014-06-17,202.51,11.04,1.51
2014-06-24,202.18,11.02,1.51
2014-07-01,206.92,11.28,1.54
2014-07-08,212.34,11.57,1.58
2014-07-15,218.77,11.93,1.63
2014-07-22,215.4,11.74,1.6
2014-07-29,218.1,11.89,1.62
2014-08-05,215.4,11.74,1.6
2014-08-12,221.15,12.05,1.65
2014-08-19,211.68,13.52,1.58
2014-08-26,216.08,13.8,1.61
2014-09-02,214.39,13.7,1.54
2014-09-09,214.39,13.7,1.54
2014-09-16,204.25,13.05,1.47
2014-09-23,212.36,13.57,1.52
2014-09-30,204.59,13.07,1.47
2014-10-07,206.62,13.2,1.48
2014-10-14,206.62,13.2,1.48
2014-10-21,207.97,13.29,1.49
2014-10-28,208.99,13.35,1.5
2014-11-04,211.7,13.52,1.52
2014-11-11,214.75,13.72,1.54
2014-11-18,209.0,13.35,1.5
2014-11-25,208.33,13.31,1.49
2014-12-02,209.34,13.37,1.5
2014-12-09,203.94,13.03,1.46
2014-12-16,212.41,13.57,1.52
2014-12-23,204.97,13.09,1.47
2014-12-30,205.99,13.16,1.48
2015-01-06,205.99,13.16,1.48
2015-01-13,206.0,13.16,1.48
2015-01-20,203.97,13.03,1.46
2015-01-27,202.62,12.94,1.45
2015-02-03,197.21,12.6,1.41
2015-02-10,194.84,12.45,1.4
2015-02-17,191.8,12.25,1.38
2015-02-24,188.76,12.06,1.35
2015-03-03,190.12,12.14,1.36
2015-03-10,189.1,12.08,1.36
2015-03-17,197.22,12.6,1.41
2015-03-24,201.97,12.9,1.45
2015-03-31,193.2,11.65,1.39
2015-04-07,197.26,11.89,1.42
2015-04-14,211.51,12.75,1.52
2015-04-21,206.45,12.45,1.48
2015-04-28,212.22,12.79,1.45
2015-05-05,210.53,12.69,1.44
2015-05-12,208.16,12.55,1.42
2015-05-19,208.18,12.55,1.42
2015-05-26,210.21,12.67,1.43
2015-06-02,208.86,12.59,1.42
2015-06-09,207.19,12.49,1.41
2015-06-16,209.01,12.6,1.42
2015-06-23,214.43,12.93,1.46
2015-06-30,207.67,12.52,1.42
2015-07-07,191.07,11.52,1.3
2015-07-14,199.21,12.01,1.36
2015-07-21,200.24,12.07,1.36
2015-07-28,198.54,11.97,1.35
2015-08-04,195.15,11.76,1.33
2015-08-11,195.15,11.76,1.33
2015-08-18,188.38,11.36,1.28
2015-08-25,162.29,9.41,1.11
2015-09-01,190.08,11.02,1.3
2015-09-08,186.36,10.8,1.24
2015-09-15,187.37,10.86,1.24
2015-09-22,190.08,11.02,1.26
2015-09-29,186.36,10.8,1.24
2015-10-06,189.07,10.96,1.25
2015-10-13,191.45,11.1,1.27
2015-10-20,203.32,11.78,1.35
2015-10-27,198.58,11.51,1.32
2015-11-03,196.2,11.37,1.3
2015-11-10,201.29,11.67,1.34
2015-11-17,200.95,11.65,1.33
2015-11-24,205.02,11.88,1.36
2015-12-01,201.97,11.71,1.34
2015-12-08,191.8,11.12,1.27
2015-12-15,189.77,11.0,1.26
2015-12-22,184.35,10.68,1.22
2015-12-29,187.74,10.88,1.25
2016-01-05,188.08,10.9,1.25
2016-01-12,175.88,10.19,1.17
2016-01-19,171.81,9.96,1.14
2016-01-26,162.32,9.41,1.08
2016-02-02,187.06,10.84,1.24
2016-02-09,186.39,10.8,1.24
2016-02-16,185.03,10.72,1.23
2016-02-23,193.51,11.22,1.28
2016-03-01,196.91,11.41,1.31
2016-03-08,194.54,11.28,1.29
2016-03-15,195.56,11.33,1.3
2016-03-22,189.12,10.96,1.25
