date,总市值,市盈率(TTM),市净率
2002-02-16,2.01,-23.66,-59.94
2002-03-03,1.76,-20.7,-52.44
2002-03-18,2.13,-25.13,-63.68
2002-04-02,1.76,-20.7,-52.44
2002-04-17,1.76,-20.7,-52.44
2002-05-02,1.81,-21.29,-53.94
2002-05-17,2.76,-32.53,-82.41
2002-06-01,2.41,-28.39,-71.92
2002-06-16,1.88,-22.18,-56.19
2002-07-01,1.68,-19.81,-50.2
2002-07-16,1.76,-9.32,-12.18
2002-07-31,0.93,-4.93,-6.44
2002-08-15,0.65,-3.46,-4.53
2002-08-30,0.7,-3.73,-4.87
2002-09-14,0.95,-5.06,-6.61
2002-09-29,0.68,-3.6,-4.7
2002-10-14,0.58,-3.06,-4.0
2002-10-29,0.58,-3.06,-4.0
2002-11-13,0.5,-2.66,-3.48
2002-11-28,0.45,-2.4,-3.13
2002-12-13,0.5,-2.66,-3.48
2002-12-28,0.5,-1.83,-1.64
2003-01-12,0.55,-2.01,-1.81
2003-01-27,0.58,-2.1,-1.89
2003-02-11,0.53,-1.92,-1.72
2003-02-26,0.5,-1.83,-1.64
2003-03-13,0.5,-1.83,-1.64
2003-03-28,0.6,-2.19,-1.97
2003-04-12,0.5,-1.83,-1.64
2003-04-27,0.25,-0.91,-0.82
2003-05-12,0.5,-2.24,-1.59
2003-05-27,0.73,-3.26,-2.31
2003-06-11,0.5,-2.24,-1.59
2003-06-26,0.68,-3.03,-2.15
2003-07-11,0.75,-3.37,-2.39
2003-07-26,0.75,-3.37,-2.39
2003-08-10,1.25,-5.61,-3.98
2003-08-25,1.08,-4.83,-3.42
2003-09-09,1.08,-4.83,-3.42
2003-09-24,1.05,-4.71,-3.34
2003-10-09,0.85,-3.44,-1.89
2003-10-24,0.8,-3.24,-1.78
2003-11-08,0.95,-3.84,-2.11
2003-11-23,0.88,-3.54,-1.94
2003-12-08,0.9,-3.64,-2.0
2003-12-23,1.0,-4.05,-2.22
2004-01-07,1.0,-4.05,-2.22
2004-01-22,1.1,-4.45,-2.44
2004-02-06,1.2,-4.86,-2.67
2004-02-21,1.28,-5.16,-2.83
2004-03-07,1.25,-5.06,-2.78
2004-03-22,1.45,-5.87,-3.22
2004-04-06,1.18,-4.76,-2.61
2004-04-21,1.08,-4.35,-2.39
2004-05-06,0.78,-3.91,-1.51
2004-05-21,0.85,-4.29,-1.66
2004-06-05,1.0,-5.04,-1.95
2004-06-20,0.8,-4.04,-1.56
2004-07-05,0.93,-4.67,-1.8
2004-07-20,0.95,-4.79,-1.85
2004-08-04,1.3,-6.56,-2.54
2004-08-19,1.08,-5.42,-2.1
2004-09-03,1.13,-5.68,-2.19
2004-09-18,1.25,-6.31,-2.44
2004-10-03,1.08,-18.23,-2.11
2004-10-18,1.0,-16.96,-1.96
2004-11-02,0.9,-15.27,-1.77
2004-11-17,1.0,-16.96,-1.96
2004-12-02,0.98,-16.54,-1.91
2004-12-17,0.98,-16.54,-1.91
2005-01-01,0.9,-15.27,-1.77
2005-01-16,0.98,-16.54,-1.91
2005-01-31,0.95,-16.11,-1.87
2005-02-15,0.98,-16.54,-1.91
2005-03-02,1.43,-24.17,-2.8
2005-03-17,1.05,-17.81,-2.06
2005-04-01,1.23,-20.78,-2.41
2005-04-16,1.18,-19.93,-2.31
2005-05-01,2.06,-25.14,3.46
2005-05-16,2.01,-24.52,3.38
2005-05-31,2.06,-25.14,3.46
2005-06-15,2.01,-24.52,3.38
2005-06-30,1.96,-23.91,3.29
2005-07-15,1.86,-22.68,3.12
2005-07-30,1.76,-21.46,2.95
2005-08-14,1.86,-22.68,3.12
2005-08-29,2.06,-25.14,3.46
2005-09-13,1.96,-23.91,3.29
2005-09-28,1.81,-13.41,3.31
2005-10-13,1.61,-11.92,2.94
2005-10-28,1.4,-10.43,2.57
2005-11-12,1.5,-11.18,2.76
2005-11-27,1.25,-9.32,2.3
2005-12-12,1.45,-10.81,2.67
2005-12-27,1.3,-9.69,2.39
2006-01-11,1.3,-9.69,2.39
2006-01-26,1.35,-10.06,2.48
2006-02-10,1.71,-12.67,3.13
2006-02-25,1.5,-11.18,2.76
2006-03-12,1.4,-10.43,2.57
2006-03-27,1.61,-11.92,2.94
2006-04-11,1.71,-12.67,3.13
2006-04-26,1.4,-34.85,2.57
2006-05-11,1.45,-36.09,2.77
2006-05-26,1.4,-34.85,2.67
2006-06-10,1.3,-32.36,2.48
2006-06-25,1.3,-32.36,2.48
2006-07-10,1.15,-28.62,2.2
2006-07-25,1.1,-27.38,2.1
2006-08-09,1.3,-32.36,2.48
2006-08-24,1.35,-33.6,2.58
2006-09-08,1.4,-34.85,2.67
2006-09-23,1.35,-55.69,2.58
2006-10-08,1.25,-51.57,2.54
2006-10-23,1.2,-49.51,2.44
2006-11-07,1.25,-51.57,2.54
2006-11-22,1.4,-57.76,2.84
2006-12-07,1.35,-55.69,2.74
2006-12-22,1.25,-51.57,2.54
2007-01-06,1.5,-61.88,3.05
2007-01-21,1.5,-61.88,3.05
2007-02-05,1.86,-76.32,3.76
2007-02-20,2.11,-86.64,4.26
2007-03-07,3.21,-132.02,6.5
2007-03-22,3.16,-129.95,6.39
2007-04-06,4.62,-189.77,9.34
2007-04-21,5.92,-89.95,11.98
2007-05-06,5.27,-80.04,10.36
2007-05-21,8.28,-125.78,16.28
2007-06-05,9.18,-139.5,18.05
2007-06-20,8.68,-131.88,17.07
2007-07-05,6.77,-102.91,13.32
2007-07-20,6.72,-102.15,13.22
2007-08-04,6.02,-91.48,11.84
2007-08-19,6.19,-93.99,12.16
2007-09-03,6.01,-91.27,11.81
2007-09-18,5.83,-56.3,11.46
2007-10-03,4.39,-42.44,9.8
2007-10-18,4.84,-46.77,10.8
2007-11-02,5.74,-55.43,12.8
2007-11-17,5.11,-49.37,11.4
2007-12-02,3.59,-34.65,8.0
2007-12-17,3.32,-32.05,7.4
2008-01-01,3.5,-33.78,7.8
2008-01-16,3.05,-29.45,6.8
2008-01-31,3.0,-29.02,6.7
2008-02-15,3.09,-29.88,6.9
2008-03-01,3.36,-32.48,7.5
2008-03-16,2.96,-28.58,6.6
2008-03-31,2.47,-23.82,5.5
2008-04-15,2.33,-9.03,5.2
2008-04-30,2.47,-9.55,1.21
2008-05-15,2.82,-10.94,1.39
2008-05-30,2.6,-10.08,1.28
2008-06-14,2.42,-9.38,1.19
2008-06-29,2.42,-9.38,1.19
2008-07-14,2.24,-8.69,1.1
2008-07-29,2.24,-8.69,1.1
2008-08-13,2.19,-8.48,1.08
