date,总市值,市盈率(TTM),市净率
2015-12-01,17.2516231284,4.1512,0.8772
2015-12-02,17.3509606896,4.1751,0.8822
2015-12-03,17.4834107712,4.207,0.889
2015-12-04,17.2847356488,4.1592,0.8789
2015-12-07,17.0860605264,4.1113,0.8688
2015-12-08,16.9536104448,4.0795,0.862
2015-12-09,16.9536104448,4.0795,0.862
2015-12-10,16.7549353224,4.0317,0.8519
2015-12-11,16.7880478428,4.0396,0.8536
2015-12-14,16.7880478428,4.0396,0.8536
2015-12-15,16.688710281600002,4.0157,0.8486
2015-12-16,16.9867229652,4.0874,0.8637
2015-12-17,17.38407321,4.1831,0.8839
2015-12-18,17.2847356488,4.1592,0.8789
2015-12-21,17.5827483324,4.2309,0.894
2015-12-22,17.715198414,4.2627,0.9008
2015-12-23,17.9138735364,4.3105,0.9109
2015-12-24,17.9469860568,4.3185,0.9125
2015-12-28,18.046323618,4.3424,0.9176
2015-12-29,17.9800985772,4.3265,0.9142
2015-12-30,17.880761015999997,4.3026,0.9092
2015-12-31,18.046323618,4.3424,0.9176
2016-01-04,17.8145359752,4.2866,0.9058
2016-01-05,18.0794361384,4.3504,0.9193
2016-01-06,18.1125486588,4.3583,0.921
2016-01-07,17.9800985772,4.3265,0.9142
2016-01-08,17.9160375364,4.3111,0.911
2016-01-11,17.882921015999997,4.3031,0.9093
2016-01-12,17.7504549344,4.2712,0.9025
2016-01-13,17.319940169200002,4.1676,0.8807
2016-01-14,16.9887749652,4.0879,0.8638
2016-01-15,16.9556584448,4.08,0.8621
2016-01-18,17.1543575672,4.1278,0.8722
2016-01-19,17.4524062508,4.1995,0.8874
2016-01-20,17.1543575672,4.1278,0.8722
2016-01-21,16.9887749652,4.0879,0.8638
2016-01-22,17.1212410468,4.1198,0.8705
2016-01-25,17.0218914856,4.0959,0.8655
2016-01-26,17.0881245264,4.1118,0.8689
2016-01-27,17.2537071284,4.1517,0.8773
2016-01-28,17.3530566896,4.1756,0.8823
2016-01-29,18.1522371792,4.3679,0.923
2016-02-01,17.7878674548,4.2802,0.9044
2016-02-02,17.7547429344,4.2722,0.9028
2016-02-03,17.4897467712,4.2085,0.8893
2016-02-04,17.4897467712,4.2085,0.8893
2016-02-05,17.4897467712,4.2085,0.8893
2016-02-11,17.4897467712,4.2085,0.8893
2016-02-12,17.4897467712,4.2085,0.8893
2016-02-15,17.4897467712,4.2085,0.8893
2016-02-16,17.4897467712,4.2085,0.8893
2016-02-17,17.7878674548,4.2802,0.9044
2016-02-18,18.085988138399998,4.352,0.9196
2016-02-19,18.9141011484,4.5512,0.9617
2016-02-22,18.582855944400002,4.4715,0.9449
2016-02-23,18.21848622,4.3838,0.9263
2016-02-24,18.085988138399998,4.352,0.9196
2016-02-25,17.9866145772,4.328,0.9146
2016-02-26,18.085988138399998,4.352,0.9196
2016-02-29,18.1522371792,6.0386,0.9527
2016-03-01,18.1853616996,6.0496,0.9544
2016-03-02,18.4503578628,6.1377,0.9683
2016-03-03,18.085988138399998,6.0165,0.9492
2016-03-04,18.1853616996,6.0496,0.9544
2016-03-07,18.2516107404,6.0716,0.9579
2016-03-08,18.0197390976,5.9945,0.9457
2016-03-09,17.887241015999997,5.9504,0.9387
2016-03-10,17.920365536400002,5.9614,0.9405
2016-03-11,17.9534900568,5.9725,0.9422
2016-03-14,18.21848622,6.0606,0.9561
2016-03-15,18.119112658800002,6.0275,0.9509
2016-03-16,18.1853616996,6.0496,0.9544
2016-03-17,18.1522371792,6.0386,0.9527
2016-03-18,18.119112658800002,6.0275,0.9509
2016-03-21,18.7484785464,6.2369,0.9839
2016-03-22,19.0134747096,6.3251,0.9979
2016-03-23,19.8415877196,6.6006,1.0413
2016-03-24,19.87471224,6.6116,1.0431
2016-03-29,19.8415877196,6.6006,1.0413
2016-03-30,19.808463199200002,6.5895,1.0396
2016-03-31,20.6034516888,6.854,1.0813
2016-04-01,20.205957444000003,6.7218,1.0604
2016-04-05,20.7359497704,6.8981,1.0883
2016-04-06,20.7359497704,6.8981,1.0883
2016-04-07,20.4378290868,6.7989,1.0726
2016-04-08,20.934696892799998,6.9642,1.0987
2016-04-11,20.868447852,6.9421,1.0952
2016-04-12,20.8353233316,6.9311,1.0935
2016-04-13,20.70282525,6.8871,1.0865
2016-04-14,20.537202648,6.832,1.0778
2016-04-15,20.6365762092,6.865,1.083
2016-04-18,20.537202648,6.832,1.0778
2016-04-19,20.5703271684,6.843,1.0796
2016-04-20,20.7359497704,6.8981,1.0883
2016-04-21,20.7690742908,6.9091,1.09
2016-04-22,20.8353233316,6.9311,1.0935
2016-04-25,20.7690742908,6.9091,1.09
2016-04-26,20.8353233316,6.9311,1.0935
2016-04-27,20.537202648,6.832,1.0778
2016-04-28,45.0447045664,14.9847,2.364
2016-04-29,45.337202648,15.082,2.3794
2016-05-03,44.7522064848,14.8874,2.3487
2016-05-04,44.5328329236,14.8144,2.3371
2016-05-05,44.167210321599995,14.6928,2.318
2016-05-06,41.827225668800004,13.9143,2.1952
2016-05-09,42.04889923,13.9881,2.2068
