date,总市值,市盈率(TTM),市净率
2007-04-28,1168.1,77.24,89.6
2007-05-09,1119.02,73.99,85.83
2007-05-20,1130.48,74.75,86.71
2007-05-31,1099.39,72.69,84.33
2007-06-11,1102.66,72.91,84.58
2007-06-22,1102.66,72.91,84.58
2007-07-03,1079.76,71.4,82.82
2007-07-14,1194.28,78.97,91.61
2007-07-25,1500.21,99.2,115.07
2007-08-05,1621.28,107.2,124.36
2007-08-16,1521.48,100.6,116.7
2007-08-27,1694.9,68.73,130.01
2007-09-07,2110.44,85.58,12.51
2007-09-18,2126.8,86.25,12.6
2007-09-29,2162.79,87.71,12.82
2007-10-10,2146.43,87.04,12.72
2007-10-21,1927.21,78.15,11.42
2007-11-01,2080.99,84.39,12.33
2007-11-12,1832.32,74.3,10.86
2007-11-23,1475.67,59.84,8.74
2007-12-04,1578.74,64.02,9.36
2007-12-15,1505.12,61.04,8.92
2007-12-26,1469.13,59.58,8.71
2008-01-06,1447.86,58.71,8.58
2008-01-17,1145.2,46.44,6.79
2008-01-28,1130.48,45.84,6.7
2008-02-08,1014.32,41.13,6.01
2008-02-19,1284.26,52.08,7.61
2008-03-01,1207.37,48.96,7.15
2008-03-12,1145.2,46.44,6.79
2008-03-23,1009.41,22.85,5.98
2008-04-03,1182.83,26.78,5.78
2008-04-14,1104.3,25.0,5.4
2008-04-25,1127.2,25.52,5.51
2008-05-06,1150.11,26.04,5.62
2008-05-17,1014.32,22.97,4.96
2008-05-28,993.05,22.48,4.85
2008-06-08,961.97,21.78,4.7
2008-06-19,862.17,19.52,4.21
2008-06-30,827.82,18.74,4.05
2008-07-11,834.36,18.89,4.08
2008-07-22,788.55,17.85,3.85
2008-08-02,777.1,17.59,3.8
2008-08-13,638.04,15.04,3.12
2008-08-24,600.41,14.15,2.81
2008-09-04,507.16,11.95,2.38
2008-09-15,461.35,10.87,2.16
2008-09-26,405.73,9.56,1.9
2008-10-07,369.74,8.71,1.73
2008-10-18,265.03,6.25,1.24
2008-10-29,191.41,4.51,0.9
2008-11-09,202.86,4.78,0.95
2008-11-20,215.95,5.09,1.01
2008-12-01,253.58,5.98,1.19
2008-12-12,274.85,6.48,1.29
2008-12-23,307.57,7.25,1.44
2009-01-03,317.38,7.48,1.49
2009-01-14,269.94,6.36,1.27
2009-01-25,247.04,5.82,1.16
2009-02-05,256.85,6.05,1.2
2009-02-16,283.03,6.67,1.33
2009-02-27,243.76,5.74,1.14
2009-03-10,269.94,6.36,1.27
2009-03-21,286.3,6.75,1.34
2009-04-01,361.56,8.52,1.7
2009-04-12,397.55,9.37,1.86
2009-04-23,413.91,26.49,1.94
2009-05-04,482.62,30.88,2.23
2009-05-15,541.52,34.65,2.5
2009-05-26,590.6,37.79,2.73
2009-06-06,616.77,39.47,2.85
2009-06-17,608.59,38.94,2.81
2009-06-28,606.96,38.84,2.8
2009-07-09,580.78,37.16,2.68
2009-07-20,577.44,36.95,2.67
2009-07-31,598.83,38.32,2.76
2009-08-11,562.64,36.0,2.6
2009-08-22,529.74,33.9,2.45
2009-09-02,516.57,20.9,2.23
2009-09-13,528.09,21.37,2.28
2009-09-24,477.09,19.3,2.06
2009-10-05,468.87,18.97,2.02
2009-10-16,490.25,19.84,2.12
2009-10-27,523.16,21.17,2.26
2009-11-07,511.64,20.7,2.21
2009-11-18,496.83,20.1,2.14
2009-11-29,467.22,18.9,2.02
2009-12-10,503.41,20.37,2.17
2009-12-21,467.22,18.9,2.02
2010-01-01,475.45,19.24,2.05
2010-01-12,495.19,20.04,2.14
2010-01-23,460.64,18.64,1.99
2010-02-03,432.67,17.51,1.87
2010-02-14,422.8,17.11,1.82
2010-02-25,434.32,17.57,1.87
2010-03-08,462.28,18.7,2.0
2010-03-19,458.99,18.57,1.98
2010-03-30,465.58,19.71,2.01
2010-04-10,465.58,19.71,1.96
2010-04-21,408.0,17.27,1.72
2010-05-02,399.77,16.92,1.68
2010-05-13,347.12,14.7,1.46
2010-05-24,358.64,15.18,1.51
2010-06-04,360.29,15.25,1.52
2010-06-15,353.71,14.97,1.49
2010-06-26,358.64,15.18,1.51
2010-07-07,354.02,14.99,1.49
2010-07-18,380.74,16.12,1.6
2010-07-29,412.47,17.46,1.74
2010-08-09,419.15,17.74,1.76
2010-08-20,399.11,16.9,1.68
2010-08-31,389.09,17.05,1.64
2010-09-11,424.16,18.58,1.69
2010-09-22,430.84,18.88,1.71
2010-10-03,422.49,18.51,1.68
2010-10-14,484.28,21.22,1.93
2010-10-25,474.26,20.78,1.89
2010-11-05,532.7,23.34,2.12
2010-11-16,492.62,21.58,1.96
2010-11-27,474.26,20.78,1.89
2010-12-08,517.67,22.68,2.06
2010-12-19,492.62,21.58,1.96
2010-12-30,484.28,21.22,1.93
2011-01-10,500.97,21.95,1.99
2011-01-21,502.64,22.02,2.0
2011-02-01,519.34,10.3,2.07
2011-02-12,502.64,9.97,2.0
2011-02-23,500.97,9.94,1.99
2011-03-06,519.34,10.3,1.78
2011-03-17,507.65,10.07,1.74
2011-03-28,557.75,11.06,1.91
2011-04-08,591.15,11.72,2.03
2011-04-19,556.08,11.03,1.91
2011-04-30,526.02,10.43,1.8
2011-05-11,512.66,10.17,1.76
2011-05-22,522.68,10.37,1.79
2011-06-02,567.77,11.26,1.95
2011-06-13,536.04,10.63,1.84
2011-06-24,559.42,11.09,1.92
2011-07-05,629.56,12.49,2.16
2011-07-16,609.52,12.09,2.09
2011-07-27,657.95,13.05,2.26
2011-08-07,599.5,11.89,2.06
2011-08-18,566.1,8.72,1.94
2011-08-29,537.71,8.28,1.84
2011-09-09,549.4,8.46,1.75
2011-09-20,444.2,6.84,1.42
2011-10-01,364.04,5.61,1.16
2011-10-12,414.14,6.38,1.32
2011-10-23,432.51,6.66,1.38
2011-11-03,500.97,7.72,1.6
2011-11-14,465.91,7.18,1.49
2011-11-25,445.87,6.87,1.42
2011-12-06,484.28,7.46,1.55
2011-12-17,500.97,7.72,1.6
2011-12-28,509.32,7.85,1.63
2012-01-08,460.9,7.1,1.47
2012-01-19,591.15,9.11,1.89
2012-01-30,537.71,8.28,1.72
2012-02-10,601.17,9.26,1.92
2012-02-21,611.19,9.42,1.95
2012-03-03,556.08,7.76,1.77
2012-03-14,583.84,8.14,1.86
2012-03-25,523.03,7.29,1.46
2012-04-05,569.94,7.95,1.59
2012-04-16,566.47,7.9,1.58
2012-04-27,571.68,7.97,1.6
2012-05-08,512.6,7.15,1.43
2012-05-19,458.74,6.4,1.28
2012-05-30,512.6,7.15,1.43
2012-06-10,528.24,7.37,1.48
2012-06-21,541.42,7.55,1.51
2012-07-02,552.36,7.7,1.54
2012-07-13,557.83,7.78,1.56
2012-07-24,554.18,7.73,1.55
2012-08-04,539.6,7.53,1.51
2012-08-15,508.61,7.09,1.42
2012-08-26,510.43,7.03,1.43
2012-09-06,484.91,6.68,1.36
2012-09-17,530.48,7.31,1.28
2012-09-28,550.54,7.58,1.33
2012-10-09,530.48,7.31,1.28
2012-10-20,579.7,7.98,1.4
2012-10-31,566.94,7.81,1.37
2012-11-11,610.69,8.41,1.48
2012-11-22,628.92,8.66,1.52
2012-12-03,674.5,9.29,1.63
2012-12-14,659.91,9.09,1.6
2012-12-25,689.08,9.49,1.67
2013-01-05,798.46,9.61,1.89
2013-01-16,754.71,9.08,1.79
2013-01-27,714.6,8.6,1.69
2013-02-07,712.78,8.58,1.69
2013-02-18,723.72,8.71,1.71
2013-03-01,721.89,8.69,1.71
2013-03-12,700.02,8.42,1.66
2013-03-23,740.12,8.76,1.75
2013-04-03,732.83,8.67,1.73
2013-04-14,731.01,8.65,1.58
2013-04-25,772.94,9.15,1.67
2013-05-06,822.16,9.73,1.77
2013-05-17,767.47,9.08,1.66
2013-05-28,825.8,9.77,1.78
2013-06-08,789.34,9.34,1.7
2013-06-19,723.54,8.56,1.56
2013-06-30,749.38,8.87,1.62
2013-07-11,762.3,9.02,1.64
2013-07-22,754.91,8.93,1.63
2013-08-02,845.36,10.0,1.82
2013-08-13,913.65,8.88,1.97
2013-08-24,887.81,8.63,1.76
2013-09-04,909.96,8.85,1.8
2013-09-15,909.96,8.85,1.8
2013-09-26,891.5,8.67,1.77
2013-10-07,948.72,9.22,1.88
2013-10-18,1022.55,9.94,2.03
2013-10-29,954.25,9.28,1.89
2013-11-09,980.1,9.53,1.94
2013-11-20,950.56,9.24,1.89
2013-12-01,939.49,9.13,1.86
2013-12-12,893.34,8.69,1.77
2013-12-23,884.12,8.6,1.75
2014-01-03,860.12,8.36,1.71
2014-01-14,861.97,8.38,1.71
2014-01-25,799.21,7.77,1.59
2014-02-05,767.83,7.47,1.52
2014-02-16,828.74,8.06,1.64
2014-02-27,721.69,7.02,1.43
2014-03-10,758.6,7.38,1.5
2014-03-21,598.02,5.52,1.19
2014-04-01,634.94,5.86,1.26
2014-04-12,666.32,6.15,1.19
2014-04-23,599.87,5.54,1.07
2014-05-04,574.03,5.3,1.03
2014-05-15,596.18,5.51,1.07
2014-05-26,590.64,5.45,1.06
2014-06-06,607.25,5.61,1.09
2014-06-17,579.57,5.35,1.04
2014-06-28,555.57,5.13,0.99
2014-07-09,622.02,5.74,1.11
2014-07-20,631.54,5.83,1.13
2014-07-31,757.47,6.99,1.35
2014-08-11,721.22,6.66,1.29
2014-08-22,700.23,5.78,1.25
2014-09-02,652.53,5.38,1.17
2014-09-13,622.0,5.13,1.0
2014-09-24,618.7,5.1,1.0
2014-10-05,626.84,5.17,1.01
2014-10-16,590.2,4.87,0.95
2014-10-27,598.34,4.94,0.96
2014-11-07,614.62,5.07,0.99
2014-11-18,594.27,4.9,0.96
2014-11-29,659.4,5.44,1.06
2014-12-10,620.73,5.12,1.0
2014-12-21,606.48,5.0,0.98
2015-01-01,630.91,5.21,1.02
2015-01-12,651.26,5.37,1.05
2015-01-23,645.15,5.32,1.04
2015-02-03,626.84,5.17,1.01
2015-02-14,620.73,5.12,1.0
2015-02-25,628.87,5.19,1.01
2015-03-08,608.52,5.02,0.98
2015-03-19,596.31,4.6,0.96
2015-03-30,641.08,4.94,1.03
2015-04-10,714.35,5.51,1.15
2015-04-21,831.24,6.41,1.16
2015-05-02,948.7,7.32,1.32
2015-05-13,892.23,6.88,1.24
2015-05-24,867.38,6.69,1.21
2015-06-04,813.17,6.27,1.13
2015-06-15,786.06,6.06,1.09
2015-06-26,763.48,5.89,1.06
2015-07-07,697.97,5.38,0.97
2015-07-18,725.08,5.59,1.01
2015-07-29,679.9,5.24,0.95
2015-08-09,677.64,5.23,0.94
2015-08-20,646.02,5.23,0.9
2015-08-31,614.39,4.98,0.86
2015-09-11,621.17,5.03,0.77
2015-09-22,625.69,5.07,0.78
2015-10-03,643.76,5.21,0.8
2015-10-14,670.86,5.43,0.84
2015-10-25,688.93,5.58,0.86
2015-11-05,693.45,5.62,0.86
2015-11-16,652.79,5.29,0.81
2015-11-27,652.79,5.29,0.81
2015-12-08,686.68,5.56,0.86
2015-12-19,695.71,5.64,0.87
2015-12-30,704.75,5.71,0.88
2016-01-10,688.93,5.58,0.86
2016-01-21,648.28,5.25,0.81
2016-02-01,677.64,5.49,0.84
2016-02-12,655.16,5.31,0.82
2016-02-23,667.43,5.41,0.83
2016-03-05,703.27,5.7,0.88
2016-03-16,674.15,6.09,0.87
2016-03-27,671.91,6.07,0.86
2016-04-07,680.87,6.15,0.87
2016-04-18,705.27,6.37,0.91
2016-04-29,687.36,6.21,0.88
2016-05-10,684.92,6.19,0.88
2016-05-21,669.26,6.04,0.86
2016-06-01,693.88,6.27,0.89
2016-06-12,684.92,6.19,0.88
2016-06-23,696.55,6.29,0.89
2016-07-04,732.27,6.61,0.94
2016-07-15,717.01,6.48,0.92
2016-07-26,734.83,6.64,0.94
2016-08-06,739.62,6.68,0.95
2016-08-17,755.17,6.82,0.97
2016-08-28,817.36,7.18,1.02
2016-09-08,921.75,8.09,1.15
2016-09-19,937.3,8.23,1.17
2016-09-30,908.42,7.97,1.13
2016-10-11,859.56,7.55,1.07
2016-10-22,894.43,7.85,1.11
2016-11-02,909.89,7.99,1.13
2016-11-13,927.55,8.14,1.16
2016-11-24,898.58,7.89,1.12
2016-12-05,953.1,8.37,1.19
2016-12-16,940.02,8.25,1.17
2016-12-27,924.77,8.12,1.15
2017-01-07,907.48,7.97,1.13
2017-01-18,939.89,8.25,1.17
2017-01-29,958.99,8.42,1.19
2017-02-09,1137.45,9.98,1.42
2017-02-20,1148.21,10.08,1.43
2017-03-03,1196.34,10.5,1.49
2017-03-14,1432.84,12.58,1.79
2017-03-25,1522.53,11.83,1.94
2017-04-05,1509.72,11.73,1.93
2017-04-16,1652.79,12.84,2.11
2017-04-27,1614.35,12.54,2.06
2017-05-08,1571.64,12.21,2.0
2017-05-19,1749.93,13.59,2.23
2017-05-30,2006.02,15.58,2.56
2017-06-10,2023.09,15.71,2.58
2017-06-21,1863.04,14.47,2.38
2017-07-02,1931.33,15.0,2.46
2017-07-13,1933.46,15.02,2.47
2017-07-24,2046.57,15.9,2.61
2017-08-04,2198.08,17.07,2.8
2017-08-15,1974.01,15.33,2.52
2017-08-26,2112.72,13.45,2.69
2017-09-06,2373.08,15.11,3.03
2017-09-17,2893.79,18.43,3.2
2017-09-28,2620.63,16.69,2.9
2017-10-09,2752.94,17.53,3.05
2017-10-20,2657.4,16.92,2.94
2017-10-31,2631.85,16.76,2.91
2017-11-11,2614.81,16.65,2.89
2017-11-22,2810.71,17.9,3.11
2017-12-03,2742.57,17.47,3.04
2017-12-14,2836.26,18.06,3.14
2017-12-25,2851.51,18.16,3.16
2018-01-05,3451.6,21.98,3.82
2018-01-16,3783.56,24.1,4.19
2018-01-27,3596.3,22.9,3.98
2018-02-07,3026.19,19.27,3.35
2018-02-18,3013.15,19.19,3.34
2018-03-01,3113.15,19.83,3.45
2018-03-12,3256.64,20.74,3.61
2018-03-23,3378.38,10.84,3.01
2018-04-03,3456.64,11.09,3.08
2018-04-14,3595.78,11.53,3.21
2018-04-25,3560.99,11.42,3.18
2018-05-06,3430.24,11.0,3.06
2018-05-17,3635.08,11.66,3.24
2018-05-28,3465.5,11.11,3.09
2018-06-08,3748.14,12.02,3.34
2018-06-19,3400.28,10.91,3.03
2018-06-30,3000.25,9.62,2.68
2018-07-11,2787.19,8.94,2.49
2018-07-22,2752.4,8.83,2.46
2018-08-02,2390.01,7.67,2.13
2018-08-13,2476.76,7.94,2.21
2018-08-24,2567.85,6.87,2.06
2018-09-04,2515.8,6.73,2.02
2018-09-15,2381.34,6.37,1.91
2018-09-26,2303.26,6.16,1.85
2018-10-07,2101.71,5.63,1.69
2018-10-18,1733.37,4.64,1.39
2018-10-29,1809.2,4.84,1.45
2018-11-09,1880.87,5.03,1.51
2018-11-20,1997.75,5.35,1.61
2018-12-01,2082.25,5.57,1.67
2018-12-12,2045.45,5.47,1.64
2018-12-23,1969.7,5.27,1.58
2019-01-03,1861.47,4.98,1.5
2019-01-14,1965.45,5.26,1.58
2019-01-25,2225.2,5.96,1.79
2019-02-05,2394.23,6.41,1.92
2019-02-16,2268.68,6.07,1.82
2019-02-27,2264.35,6.06,1.82
2019-03-10,2298.98,6.15,1.85
2019-03-21,2641.02,6.68,1.91
2019-04-01,2698.86,6.83,1.95
2019-04-12,2850.49,7.21,2.06
2019-04-23,2720.52,6.89,1.96
2019-05-04,2759.51,6.98,1.99
2019-05-15,2547.24,6.45,1.84
2019-05-26,2287.32,5.79,1.65
2019-06-06,2282.99,5.78,1.65
2019-06-17,2430.28,6.15,1.76
2019-06-28,2573.23,6.51,1.86
2019-07-09,2434.63,6.16,1.76
2019-07-20,2460.62,6.23,1.78
2019-07-31,2313.33,5.86,1.67
2019-08-11,2098.89,5.31,1.52
2019-08-22,2144.38,5.06,1.44
2019-09-02,2127.05,5.01,1.43
2019-09-13,2274.34,5.36,1.53
2019-09-24,2150.88,5.07,1.45
2019-10-05,2248.35,5.3,1.51
2019-10-16,2334.99,5.5,1.57
2019-10-27,2309.44,5.44,1.55
2019-11-07,2517.03,5.93,1.69
2019-11-18,2361.34,5.57,1.59
2019-11-29,2381.07,5.61,1.6
2019-12-10,2481.55,5.85,1.67
2019-12-21,2630.1,6.2,1.77
2020-01-01,2726.21,6.43,1.83
2020-01-12,2704.37,6.38,1.82
2020-01-23,2389.81,5.63,1.61
2020-02-03,2189.82,5.16,1.47
2020-02-14,2408.36,5.68,1.62
2020-02-25,2281.61,5.38,1.53
2020-03-07,2285.98,5.39,1.54
2020-03-18,1787.7,4.21,1.2
2020-03-29,1986.57,4.5,1.17
2020-04-09,2098.03,4.75,1.24
2020-04-20,2108.56,4.78,1.24
2020-05-01,2185.12,4.95,1.29
2020-05-12,2196.06,4.97,1.29
2020-05-23,2012.32,4.56,1.19
2020-06-03,2169.81,4.91,1.28
2020-06-14,2163.25,4.9,1.28
2020-06-25,2163.25,4.9,1.28
2020-07-06,2441.04,5.53,1.44
2020-07-17,2200.43,4.98,1.3
2020-07-28,2161.06,4.89,1.27
2020-08-08,2185.12,4.95,1.29
2020-08-19,2247.61,5.09,1.33
2020-08-30,2152.86,5.17,1.24
2020-09-10,2119.81,5.09,1.22
2020-09-21,2093.36,5.03,1.21
2020-10-02,2088.96,5.02,1.2
2020-10-13,2212.36,5.31,1.28
2020-10-24,2181.51,5.24,1.26
2020-11-04,2212.36,5.31,1.28
2020-11-15,2415.08,5.8,1.39
2020-11-26,2274.05,5.46,1.31
2020-12-07,2168.28,5.21,1.25
2020-12-18,2216.76,5.32,1.28
2020-12-29,2225.58,5.34,1.28
2021-01-09,2238.8,5.37,1.29
2021-01-20,2313.72,5.55,1.33
2021-01-31,2064.72,4.96,1.19
2021-02-11,2040.48,4.9,1.18
2021-02-22,2069.12,4.97,1.19
2021-03-05,2047.09,4.91,1.18
2021-03-16,2135.23,5.13,1.23
2021-03-27,2144.05,5.15,1.03
2021-04-07,2203.54,5.3,1.06
2021-04-18,2138.57,5.14,1.03
2021-04-29,2057.08,4.94,0.99
2021-05-10,2094.56,5.03,1.01
2021-05-21,2158.5,5.19,1.04
2021-06-01,2182.76,5.25,1.05
2021-06-12,2114.41,5.08,1.02
2021-06-23,1995.35,4.8,0.96
2021-07-04,1907.15,4.58,0.92
2021-07-15,1847.63,4.44,0.89
2021-07-26,1757.23,4.22,0.84
2021-08-06,1721.95,4.14,0.83
2021-08-17,1901.77,4.57,0.91
2021-08-28,1919.75,4.45,0.87
2021-09-08,1870.33,4.34,0.84
2021-09-19,1566.85,3.63,0.71
2021-09-30,1809.64,4.2,0.82
2021-10-11,1686.0,3.91,0.76
2021-10-22,1834.37,4.25,0.83
2021-11-02,1629.8,3.78,0.74
2021-11-13,1730.96,4.01,0.78
2021-11-24,1623.05,3.76,0.73
2021-12-05,1634.28,3.79,0.74
2021-12-16,1664.37,3.86,0.75
2021-12-27,1629.65,3.78,0.74
2022-01-07,1638.91,3.8,0.74
2022-01-18,1425.94,3.31,0.64
2022-01-29,1474.55,3.42,0.67
2022-02-09,1504.65,3.49,0.68
2022-02-20,1555.57,3.61,0.7
2022-03-03,1324.09,3.07,0.6
2022-03-14,974.55,2.26,0.44
2022-03-25,1263.9,2.93,0.57
2022-04-05,1469.92,4.48,0.6
2022-04-16,1423.63,4.34,0.59
2022-04-27,1201.4,3.67,0.49
2022-05-08,1125.01,3.43,0.46
2022-05-19,1143.53,3.49,0.47
2022-05-30,1097.23,3.35,0.45
2022-06-10,1074.09,3.28,0.44
2022-06-21,1087.97,3.32,0.45
2022-07-02,1125.01,3.43,0.46
2022-07-13,849.8,2.59,0.35
2022-07-24,727.08,2.22,0.3
2022-08-04,641.48,1.96,0.26
2022-08-15,565.96,1.73,0.23
2022-08-26,641.58,1.96,0.26
2022-09-06,573.28,3.95,0.25
2022-09-17,590.36,4.07,0.26
2022-09-28,461.06,3.18,0.2
2022-10-09,429.35,2.96,0.19
2022-10-20,326.89,2.25,0.14
2022-10-31,246.39,1.7,0.11
2022-11-11,546.44,3.76,0.24
2022-11-22,602.49,4.15,0.26
2022-12-03,736.95,5.08,0.32
2022-12-14,746.22,5.14,0.32
2022-12-25,740.69,5.1,0.32
2023-01-05,790.44,5.45,0.34
2023-01-16,793.21,5.46,0.34
2023-01-27,895.47,6.17,0.39
2023-02-07,762.8,5.26,0.33
2023-02-18,704.76,4.86,0.31
2023-03-01,718.58,4.95,0.31
2023-03-12,605.27,4.17,0.26
2023-03-23,641.2,4.42,0.28
2023-04-03,599.74,-8.85,0.26
2023-04-14,646.73,-9.55,0.28
2023-04-25,558.28,-8.24,0.24
2023-05-06,580.4,-8.57,0.25
2023-05-17,447.73,-6.61,0.2
2023-05-28,411.8,-6.08,0.18
2023-06-08,478.13,-7.06,0.21
2023-06-19,489.19,-7.22,0.21
2023-06-30,439.44,-6.49,0.19
2023-07-11,406.28,-6.0,0.18
2023-07-22,381.4,-5.63,0.17
2023-08-02,403.51,-5.96,0.18
2023-08-13,270.85,-4.0,0.12
2023-08-24,212.81,-3.14,0.09
2023-09-04,285.48,-0.47,0.17
2023-09-15,296.68,-0.49,0.18
2023-09-26,257.49,-0.43,0.15
2023-10-07,251.9,-0.42,0.15
2023-10-18,207.11,-0.34,0.12
2023-10-29,195.92,-0.32,0.12
2023-11-09,209.91,-0.35,0.12
2023-11-20,215.51,-0.36,0.13
2023-12-01,246.3,-0.41,0.15
2023-12-12,221.11,-0.37,0.13
2023-12-23,207.11,-0.34,0.12
2024-01-03,209.91,-0.35,0.12
2024-01-14,204.32,-0.34,0.12
2024-01-25,201.52,-0.33,0.12
2024-02-05,173.53,-0.29,0.1
2024-02-16,201.52,-0.33,0.12
2024-02-27,201.52,-0.33,0.12
2024-03-09,156.74,-0.26,0.09
2024-03-20,148.34,-0.25,0.09
2024-03-31,135.74,-0.23,0.08
2024-04-11,135.74,-0.23,0.08
2024-04-22,135.74,-0.23,0.08
2024-05-03,135.74,-0.23,0.08
2024-05-14,135.74,-0.23,0.08
2024-05-25,135.74,-0.23,0.08
2024-06-05,135.74,-0.23,0.08
2024-06-16,135.74,-0.23,0.08
2024-06-27,135.74,-0.23,0.08
2024-07-08,135.74,-0.23,0.08
2024-07-19,135.74,-0.23,0.08
2024-07-30,135.74,-0.23,0.08
2024-08-10,135.74,-0.23,0.08
2024-08-21,135.74,-0.23,0.08
2024-09-01,135.74,-0.23,0.08
2024-09-12,135.74,-0.23,0.08
2024-09-23,135.74,-0.23,0.08
2024-10-04,135.74,-0.23,0.08
2024-10-15,135.74,-0.23,0.08
2024-10-26,135.74,-0.23,0.08
2024-11-06,135.74,-0.23,0.08
2024-11-17,135.74,-0.23,0.08
2024-11-28,135.74,-0.23,0.08
2024-12-09,135.74,-0.23,0.08
2024-12-20,135.74,-0.23,0.08
2024-12-31,135.74,-0.23,0.08
2025-01-11,135.74,-0.23,0.08
2025-01-22,135.74,-0.09,0.89
2025-02-02,121.75,-0.08,0.8
2025-02-13,113.35,-0.07,0.74
2025-02-24,113.35,-0.07,0.74
