date,总市值,市盈率(TTM),市净率
2020-07-17,816.24,8.92,1.17
2020-07-20,811.04,8.87,1.16
2020-07-23,807.58,8.83,1.15
2020-07-26,814.51,8.91,1.16
2020-07-29,797.18,8.72,1.14
2020-08-01,833.57,9.11,1.19
2020-08-04,831.84,9.1,1.19
2020-08-07,831.84,9.1,1.19
2020-08-10,828.37,9.06,1.18
2020-08-13,852.58,9.32,1.22
2020-08-16,852.58,9.32,1.22
2020-08-19,850.8,9.3,1.22
2020-08-22,852.58,9.32,1.22
2020-08-25,852.58,9.32,1.22
2020-08-28,854.35,9.38,1.16
2020-08-31,852.58,9.36,1.15
2020-09-03,849.02,9.32,1.15
2020-09-06,849.02,9.32,1.15
2020-09-09,849.02,9.32,1.15
2020-09-12,850.8,9.34,1.15
2020-09-15,845.47,9.29,1.14
2020-09-18,849.02,9.32,1.15
2020-09-21,847.25,9.31,1.15
2020-09-24,847.25,9.31,1.15
2020-09-27,847.25,9.31,1.15
2020-09-30,845.47,9.29,1.14
2020-10-03,845.47,9.29,1.14
2020-10-06,838.37,9.21,1.13
2020-10-09,841.92,9.25,1.14
2020-10-12,825.93,9.07,1.12
2020-10-15,827.71,9.09,1.12
2020-10-18,829.49,9.11,1.12
2020-10-21,808.17,8.88,1.09
2020-10-24,813.5,8.93,1.1
2020-10-27,808.17,8.88,1.09
2020-10-30,801.07,8.8,1.08
2020-11-02,808.17,8.88,1.09
2020-11-05,804.62,8.84,1.09
2020-11-08,804.62,8.84,1.09
2020-11-11,840.14,9.23,1.14
2020-11-14,870.34,9.56,1.18
2020-11-17,952.04,10.46,1.29
2020-11-20,976.91,10.73,1.32
2020-11-23,960.92,10.55,1.3
2020-11-26,1015.99,11.16,1.37
2020-11-29,980.46,10.77,1.33
2020-12-02,941.39,10.34,1.27
2020-12-05,973.36,10.69,1.32
2020-12-08,845.47,9.29,1.14
2020-12-11,785.08,8.62,1.06
2020-12-14,788.63,8.66,1.07
2020-12-17,866.79,9.52,1.17
2020-12-20,873.89,9.6,1.18
2020-12-23,818.83,8.99,1.11
2020-12-26,863.23,9.48,1.17
2020-12-29,888.1,9.75,1.2
2021-01-01,900.53,9.89,1.22
2021-01-04,856.13,9.4,1.16
2021-01-07,865.01,9.5,1.17
2021-01-10,870.34,9.56,1.18
2021-01-13,834.81,9.17,1.13
2021-01-16,808.17,8.88,1.09
2021-01-19,838.37,9.21,1.13
2021-01-22,772.65,8.49,1.04
2021-01-25,808.17,8.88,1.09
2021-01-28,799.29,8.78,1.08
2021-01-31,744.23,8.17,1.01
2021-02-03,728.24,8.0,0.98
2021-02-06,717.58,7.88,0.97
2021-02-09,719.36,7.9,0.97
2021-02-12,726.47,7.98,0.98
2021-02-15,726.47,7.98,0.98
2021-02-18,726.47,7.98,0.98
2021-02-21,698.05,7.67,0.94
2021-02-24,708.7,7.78,0.96
2021-02-27,760.21,8.35,1.03
2021-03-02,642.98,7.06,0.87
2021-03-05,515.1,5.66,0.7
2021-03-08,518.65,5.7,0.7
2021-03-11,550.62,6.05,0.74
2021-03-14,571.94,6.28,0.77
2021-03-17,555.95,6.11,0.75
2021-03-20,563.06,6.18,0.76
2021-03-23,531.08,5.83,0.72
2021-03-26,534.64,5.87,0.72
2021-03-29,589.7,5.88,0.6
2021-04-01,627.0,6.25,0.63
2021-04-04,627.0,6.25,0.63
2021-04-07,618.12,6.16,0.62
2021-04-10,605.68,6.04,0.61
2021-04-13,600.36,5.98,0.61
2021-04-16,602.13,6.0,0.61
2021-04-19,596.8,5.95,0.6
2021-04-22,573.71,5.72,0.58
2021-04-25,621.67,5.33,0.63
2021-04-28,607.46,5.21,0.61
2021-05-01,623.45,5.35,0.63
2021-05-04,648.31,5.56,0.66
2021-05-07,619.89,5.32,0.63
2021-05-10,621.67,5.33,0.63
2021-05-13,596.8,5.12,0.6
2021-05-16,589.7,5.06,0.6
2021-05-19,635.88,5.46,0.64
2021-05-22,584.37,5.01,0.59
2021-05-25,609.24,5.23,0.62
2021-05-28,582.59,5.0,0.59
2021-05-31,587.92,5.05,0.59
2021-06-03,582.59,5.0,0.59
2021-06-06,573.71,4.92,0.58
2021-06-09,568.38,4.88,0.57
2021-06-12,586.15,5.0,0.59
2021-06-15,571.94,4.88,0.58
2021-06-18,568.38,4.85,0.57
2021-06-21,543.52,4.64,0.55
2021-06-24,522.2,4.46,0.53
2021-06-27,529.31,4.52,0.53
2021-06-30,477.8,4.08,0.48
2021-07-03,479.57,4.09,0.48
2021-07-06,497.34,4.25,0.5
2021-07-09,500.89,4.28,0.51
2021-07-12,506.22,4.32,0.51
2021-07-15,488.46,4.17,0.49
2021-07-18,513.32,4.38,0.52
2021-07-21,511.55,4.37,0.52
2021-07-24,506.22,4.32,0.51
2021-07-27,523.98,4.47,0.53
2021-07-30,538.19,4.59,0.54
2021-08-02,539.96,4.61,0.55
2021-08-05,536.41,4.58,0.54
2021-08-08,538.19,4.59,0.54
2021-08-11,536.41,4.58,0.54
2021-08-14,582.59,4.97,0.59
2021-08-17,571.94,4.88,0.58
2021-08-20,541.74,4.62,0.55
2021-08-23,541.74,4.62,0.55
2021-08-26,547.07,4.67,0.55
2021-08-29,559.5,5.33,0.53
2021-09-01,539.96,5.14,0.52
2021-09-04,563.06,5.36,0.54
2021-09-07,564.83,5.38,0.54
2021-09-10,587.92,5.6,0.56
2021-09-13,591.47,5.63,0.56
2021-09-16,554.17,5.27,0.53
2021-09-19,534.64,5.09,0.51
2021-09-22,523.98,4.99,0.5
2021-09-25,507.99,4.83,0.48
2021-09-28,507.99,4.83,0.48
2021-10-01,539.96,5.14,0.52
2021-10-04,582.59,5.55,0.56
2021-10-07,538.19,5.12,0.51
2021-10-10,550.62,5.24,0.53
2021-10-13,568.38,5.41,0.54
2021-10-16,532.86,5.07,0.51
2021-10-19,531.08,5.05,0.51
2021-10-22,525.76,5.0,0.5
2021-10-25,523.98,4.99,0.5
2021-10-28,523.98,4.99,0.5
2021-10-31,523.98,5.34,0.5
2021-11-03,492.01,5.02,0.47
2021-11-06,468.92,4.78,0.45
2021-11-09,468.92,4.78,0.45
2021-11-12,467.14,4.76,0.45
2021-11-15,463.59,4.73,0.44
2021-11-18,476.02,4.86,0.45
2021-11-21,490.23,5.0,0.47
2021-11-24,465.36,4.75,0.44
2021-11-27,463.59,4.73,0.44
2021-11-30,412.08,4.2,0.39
2021-12-03,403.2,4.11,0.38
2021-12-06,390.76,3.99,0.37
2021-12-09,342.81,3.5,0.33
2021-12-12,337.48,3.44,0.32
2021-12-15,342.81,3.5,0.33
2021-12-18,355.24,3.62,0.34
2021-12-21,357.02,3.64,0.34
2021-12-24,351.69,3.59,0.34
2021-12-27,351.69,3.59,0.34
2021-12-30,435.17,4.44,0.42
2022-01-02,532.86,5.44,0.51
2022-01-05,452.93,4.62,0.43
2022-01-08,415.63,4.24,0.4
2022-01-11,433.39,4.42,0.41
2022-01-14,426.29,4.35,0.41
2022-01-17,412.08,4.2,0.39
2022-01-20,390.76,3.99,0.37
2022-01-23,394.32,4.02,0.38
2022-01-26,371.23,3.79,0.35
2022-01-29,367.67,3.75,0.35
2022-02-01,346.36,3.53,0.33
2022-02-04,360.57,3.68,0.34
2022-02-07,339.25,3.46,0.32
2022-02-10,341.03,3.48,0.33
2022-02-13,337.48,3.44,0.32
2022-02-16,319.72,3.26,0.3
2022-02-19,319.72,3.26,0.3
2022-02-22,301.95,3.08,0.29
2022-02-25,257.55,2.63,0.25
2022-02-28,230.91,2.36,0.22
2022-03-03,184.72,1.88,0.18
2022-03-06,179.4,1.83,0.17
2022-03-09,184.72,1.88,0.18
2022-03-12,184.72,1.88,0.18
2022-03-15,190.05,1.94,0.18
2022-03-18,246.89,2.52,0.24
2022-03-21,245.12,2.5,0.23
2022-03-24,234.46,2.39,0.22
2022-03-27,234.46,2.39,0.22
2022-03-30,230.91,2.19,0.22
2022-04-02,241.56,2.29,0.23
2022-04-05,236.23,2.24,0.22
2022-04-08,245.12,2.32,0.23
2022-04-11,232.68,2.2,0.22
2022-04-14,236.23,2.24,0.22
2022-04-17,236.23,2.24,0.22
2022-04-20,230.91,2.19,0.22
2022-04-23,236.23,2.24,0.22
2022-04-26,225.58,2.14,0.21
2022-04-29,229.13,2.13,0.22
2022-05-02,229.13,2.13,0.22
2022-05-05,222.03,2.06,0.21
2022-05-08,216.7,2.01,0.2
2022-05-11,248.67,2.31,0.23
2022-05-14,238.01,2.21,0.22
2022-05-17,232.68,2.16,0.22
2022-05-20,225.58,2.09,0.21
2022-05-23,229.13,2.13,0.22
2022-05-26,238.01,2.21,0.22
2022-05-29,243.34,2.26,0.23
2022-06-01,229.13,2.13,0.22
2022-06-04,223.8,2.08,0.21
2022-06-07,222.03,2.06,0.21
2022-06-10,234.46,2.18,0.22
2022-06-13,238.01,2.21,0.22
2022-06-16,248.67,2.31,0.23
2022-06-19,250.44,2.32,0.24
2022-06-22,236.23,2.19,0.22
2022-06-25,236.23,2.19,0.22
2022-06-28,243.34,2.26,0.23
2022-07-01,234.46,2.18,0.22
2022-07-04,232.68,2.16,0.22
2022-07-07,232.68,2.16,0.22
2022-07-10,239.79,2.23,0.23
2022-07-13,241.56,2.24,0.23
2022-07-16,243.34,2.26,0.23
2022-07-19,245.12,2.27,0.23
2022-07-22,246.89,2.29,0.23
2022-07-25,250.44,2.32,0.24
2022-07-28,257.55,2.39,0.24
2022-07-31,248.67,2.31,0.23
2022-08-03,248.67,2.31,0.23
2022-08-06,241.56,2.24,0.23
2022-08-09,234.46,2.18,0.22
2022-08-12,232.68,2.16,0.22
2022-08-15,230.91,2.14,0.22
2022-08-18,230.91,2.14,0.22
2022-08-21,239.79,2.23,0.23
2022-08-24,230.91,2.14,0.22
2022-08-27,230.91,2.57,0.22
2022-08-30,230.91,2.57,0.22
2022-09-02,227.35,2.53,0.22
2022-09-05,218.47,2.43,0.21
2022-09-08,213.14,2.37,0.2
2022-09-11,214.92,2.39,0.21
2022-09-14,206.04,2.29,0.2
2022-09-17,204.26,2.27,0.2
2022-09-20,204.26,2.27,0.2
2022-09-23,195.38,2.17,0.19
