trade_date,wind_code,close,raw_close,volume,amt,mktcap_hkd_yi
2015-12-01,00819.HK,3.4536,5.92,20566000.0,124626400.0,67.7110952
2015-12-02,00819.HK,3.4303,5.88,10040629.0,59318947.36,67.2535878
2015-12-03,00819.HK,3.547,6.08,9988260.0,59950548.6,69.5411248
2015-12-04,00819.HK,3.5937,6.16,12370395.0,75125991.35,70.4561396
2015-12-07,00819.HK,3.7278,6.39,9962166.0,62000054.82,73.08680715
2015-12-08,00819.HK,3.6695,6.29,8157379.0,51145923.23,71.94303865
2015-12-09,00819.HK,3.7687,6.46,12048524.0,76493851.92,73.8874451
2015-12-10,00819.HK,3.897,6.68,11598500.0,77564995.0,76.4037358
2015-12-11,00819.HK,3.8853,6.66,9447500.0,63111345.0,76.1749821
2015-12-14,00819.HK,3.9729,6.81,11881500.0,78425341.0,77.89063485
2015-12-15,00819.HK,3.8678,6.63,6777361.0,45628574.26,75.83185155
2015-12-16,00819.HK,4.0312,6.91,12476000.0,86018510.0,79.03440335
2015-12-17,00819.HK,4.002,6.86,7139000.0,48905420.0,78.4625191
2015-12-18,00819.HK,3.9962,6.85,4466414.0,30535963.5,78.34814225
2015-12-21,00819.HK,3.9612,6.79,2751556.0,18749501.88,77.66188115
2015-12-22,00819.HK,3.8387,6.58,4066000.0,27038200.0,75.2599673
2015-12-23,00819.HK,3.8795,6.65,2810211.0,18638985.72,76.06060525
2015-12-24,00819.HK,3.8737,6.64,1044000.0,6938100.0,75.9462284
2015-12-28,00819.HK,3.8503,6.6,2371000.0,15639460.0,75.488721
2015-12-29,00819.HK,3.7687,6.46,3021545.0,19661436.15,73.8874451
2015-12-30,00819.HK,3.8095,6.53,4730422.0,31127134.1,74.68808305
2015-12-31,00819.HK,3.8095,6.53,5131000.0,33781010.0,74.68808305
2016-01-04,00819.HK,3.757,6.44,5267000.0,33953750.0,73.6586914
2016-01-05,00819.HK,3.7512,6.43,4362000.0,28174042.0,73.54431455
2016-01-06,00819.HK,3.7628,6.45,3909500.0,25231930.0,73.77306825
2016-01-07,00819.HK,3.4886,5.98,9313000.0,56227980.0,68.3973563
2016-01-08,00819.HK,3.5353,6.06,4943119.0,29700617.57,69.31237110000001
2016-01-11,00819.HK,3.1911,5.47,6430810.0,36740184.2,62.564136950000005
2016-01-12,00819.HK,3.1386,5.38,6948000.0,37904080.0,61.5347453
2016-01-13,00819.HK,3.197,5.48,4448000.0,24552040.0,62.678513800000005
2016-01-14,00819.HK,3.1503,5.4,4537315.0,24457842.1,61.763498999999996
2016-01-15,00819.HK,3.1094,5.33,3810297.0,20760770.89,60.962861049999994
2016-01-18,00819.HK,3.1911,5.47,4902000.0,26406000.0,62.564136950000005
2016-01-19,00819.HK,3.3836,5.8,4579525.0,26165498.25,66.338573
2016-01-20,00819.HK,3.3311,5.71,5442000.0,31038822.0,65.30918135
2016-01-21,00819.HK,3.0919,5.3,5848830.0,32254335.84,60.6197305
2016-01-22,00819.HK,3.162,5.42,5608000.0,30399230.0,61.9922527
2016-01-25,00819.HK,3.2553,5.58,4320000.0,24038400.0,63.8222823
2016-01-26,00819.HK,3.1561,5.41,2479000.0,13565460.0,61.87787585
2016-01-27,00819.HK,3.2086,5.5,3255099.0,17840152.52,62.9072675
2016-01-28,00819.HK,3.337,5.72,4322000.0,24559084.0,65.4235582
2016-01-29,00819.HK,3.3603,5.76,4297000.0,24378100.0,65.8810656
2016-02-01,00819.HK,3.3078,5.67,1534000.0,8745940.0,64.85167395
2016-02-02,00819.HK,3.3486,5.74,5388000.0,30908310.0,65.6523119
2016-02-03,00819.HK,3.2961,5.65,2162929.0,12221239.71,64.62292025
2016-02-04,00819.HK,3.2203,5.52,2570000.0,14363430.0,63.13602120000001
2016-02-05,00819.HK,3.1386,5.38,2990000.0,16161890.0,61.5347453
2016-02-11,00819.HK,3.0569,5.24,3425500.0,17817205.0,59.9334694
2016-02-12,00819.HK,2.9636,5.08,2092583.0,10668491.64,58.103439800000004
2016-02-15,00819.HK,3.0044,5.15,3136000.0,16127600.0,58.90407775
2016-02-16,00819.HK,3.0219,5.18,3268000.0,16940900.0,59.2472083
2016-02-17,00819.HK,3.0219,5.18,1967072.0,10163757.2,59.2472083
2016-02-18,00819.HK,3.0453,5.22,6341000.0,33041850.0,59.7047157
2016-02-19,00819.HK,3.232,5.54,9152000.0,49405540.0,63.36477489999999
2016-02-22,00819.HK,3.2553,5.58,4622000.0,25771020.0,63.8222823
2016-02-23,00819.HK,3.1911,5.47,3036099.0,16873786.38,62.564136950000005
2016-02-24,00819.HK,3.0278,5.19,4441691.0,23193060.28,59.361585149999996
2016-02-25,00819.HK,3.0511,5.23,3600000.0,18892950.0,59.81909255
2016-02-26,00819.HK,3.0861,5.29,1886797.0,9947840.04,60.50535365
2016-02-29,00819.HK,3.0919,5.3,3015236.0,15931331.36,60.6197305
2016-03-01,00819.HK,2.9986,5.14,2692000.0,13891790.0,58.7897009
2016-03-02,00819.HK,2.9928,5.13,6896000.0,35617462.0,58.67532404999999
2016-03-03,00819.HK,3.0803,5.28,8808904.0,45999236.56,60.390976800000004
2016-03-04,00819.HK,3.1444,5.39,7296000.0,39325720.0,61.64912215
2016-03-07,00819.HK,3.1678,5.43,2838000.0,15485340.0,62.10662955
2016-03-08,00819.HK,3.0219,5.18,4510999.0,23550514.85,59.2472083
2016-03-09,00819.HK,2.9869,5.12,2854000.0,14623490.0,58.560947199999994
2016-03-10,00819.HK,3.0161,5.17,2890000.0,14916240.0,59.13283145
2016-03-11,00819.HK,3.0044,5.15,4006000.0,20574030.0,58.90407775
2016-03-14,00819.HK,3.0803,5.28,3707300.0,19553285.0,60.390976800000004
2016-03-15,00819.HK,3.1444,5.39,6604653.0,35446497.43,61.64912215
