trade_date,wind_code,close,volume,amt
2023-08-28,09956.HK,6.1516164060676,1721500,10927250.0
2023-08-29,09956.HK,6.2396363546441,3247500,20673124.0
2023-08-30,09956.HK,6.2298563603578,3260500,20841560.0
2023-08-31,09956.HK,5.4376768231695,5806998,33508133.0
2023-09-04,09956.HK,5.7995366117617,4577916,26752462.0
2023-09-05,09956.HK,5.7604166346166,3543500,20980904.0
2023-09-06,09956.HK,5.8190966003342,3825500,22463660.0
2023-09-07,09956.HK,5.9755765089146,3671162,22248277.0
2023-09-11,09956.HK,5.8777765660519,3166500,19241592.0
2023-09-12,09956.HK,5.9266765374833,3418964,20422203.0
2023-09-13,09956.HK,5.8777765660519,2822500,17048291.0
2023-09-14,09956.HK,5.9364565317695,3023000,18221300.0
2023-09-15,09956.HK,6.0831564460637,3854020,23591166.0
2023-09-18,09956.HK,6.1027164346362,3152250,19590756.0
2023-09-19,09956.HK,5.9657965146284,3388000,20909535.0
2023-09-20,09956.HK,6.2689763375029,3802098,24230870.0
2023-09-21,09956.HK,6.2298563603578,3190500,20268152.0
2023-09-22,09956.HK,6.2591963432166,2692500,17085685.0
2023-09-25,09956.HK,6.2494163489304,3246274,20644783.0
2023-09-26,09956.HK,6.1711763946402,3204640,20342298.0
2023-09-27,09956.HK,6.1907363832127,1043500,6652495.0
2023-09-28,09956.HK,6.200516377499,2626500,16483779.0
2023-09-29,09956.HK,6.3178763089343,1129000,7241480.0
2023-10-03,09956.HK,5.9951364974872,1239840,7547932.0
2023-10-04,09956.HK,5.9755765089146,1869000,11472700.0
2023-10-05,09956.HK,5.9657965146284,672000,4113422.0
2023-10-06,09956.HK,6.0733764517774,573500,3554382.0
2023-10-09,09956.HK,6.200516377499,1658500,10507669.0
2023-10-10,09956.HK,5.9853565032009,3307500,20530302.0
2023-10-11,09956.HK,6.3667762803657,5397236,34918075.0
2023-10-12,09956.HK,6.3472162917931,3331000,21565891.0
2023-10-13,09956.HK,6.2102963717853,2764000,17658775.0
2023-10-16,09956.HK,6.1809563889264,2763500,17653490.0
2023-10-17,09956.HK,6.200516377499,2518000,16068769.0
2023-10-18,09956.HK,6.1711763946402,2572000,16195644.0
2023-10-19,09956.HK,6.0538164632048,2590500,16060535.0
2023-10-20,09956.HK,6.0635964574911,2476500,15349538.0
2023-10-24,09956.HK,6.0146964860597,2605500,15995043.0
2023-10-25,09956.HK,5.9657965146284,2634500,16092715.0
2023-10-26,09956.HK,5.916896543197,2751000,16754760.0
2023-10-27,09956.HK,5.8190966003342,2572109,15334602.0
2023-10-30,09956.HK,5.9657965146284,2588000,15604855.0
2023-10-31,09956.HK,5.8484365831931,2483000,14823785.0
2023-11-01,09956.HK,5.8875565603382,2421000,14550590.0
2023-11-02,09956.HK,5.9951364974872,2517000,15404158.0
2023-11-03,09956.HK,6.2885363260755,2365376,15054477.0
2023-11-06,09956.HK,6.3374362975069,2600000,16810972.0
2023-11-07,09956.HK,6.2983163203617,2396000,15384322.0
2023-11-08,09956.HK,6.2298563603578,2453500,15782373.0
2023-11-09,09956.HK,6.0733764517774,2220220,13917978.0
2023-11-10,09956.HK,6.0733764517774,1513400,9283678.0
2023-11-13,09956.HK,6.1418364117813,2226500,13819048.0
2023-11-14,09956.HK,6.1711763946402,2158000,13577615.0
2023-11-15,09956.HK,6.2494163489304,2203000,14091850.0
2023-11-16,09956.HK,6.2298563603578,2148500,13674884.0
2023-11-17,09956.HK,6.2102963717853,2117500,13416650.0
2023-11-20,09956.HK,6.2396363546441,2223000,14275195.0
2023-11-21,09956.HK,6.2298563603578,2235000,14235612.0
2023-11-22,09956.HK,6.1711763946402,2342500,14928940.0
2023-11-23,09956.HK,6.2494163489304,2087500,13138625.0
2023-11-24,09956.HK,6.09293644035,2247000,14007481.0
2023-11-27,09956.HK,6.1516164060676,2229500,13863605.0
2023-11-28,09956.HK,6.2689763375029,1703000,10848209.0
2023-11-29,09956.HK,6.0733764517774,1771500,11076398.0
2023-11-30,09956.HK,6.2689763375029,6561347,41838920.0
2023-12-01,09956.HK,6.024476480346,1688500,10467012.0
2023-12-04,09956.HK,6.024476480346,1765290,10811564.0
2023-12-05,09956.HK,6.0049164917735,2316500,14137250.0
2023-12-06,09956.HK,6.1124964289225,1712500,10703445.0
2023-12-07,09956.HK,6.09293644035,1946500,12089957.0
2023-12-08,09956.HK,6.024476480346,1803500,11102450.0
2023-12-11,09956.HK,6.0146964860597,1741000,10559935.0
2023-12-12,09956.HK,5.8190966003342,1934694,11635924.0
2023-12-13,09956.HK,5.7212966574715,1839000,10752360.0
2023-12-14,09956.HK,5.7799766231891,1885500,11144665.0
2023-12-15,09956.HK,5.5745967431773,2105000,12166900.0
2023-12-18,09956.HK,5.2909769088753,2438000,13335821.0
2023-12-19,09956.HK,5.066037040291,2386500,12500248.0
2023-12-20,09956.HK,5.17361697744,1968692,10221345.0
2023-12-21,09956.HK,5.1833969717263,1937000,10186288.0
2023-12-22,09956.HK,5.1540569888675,2049500,10746705.0
2023-12-27,09956.HK,5.1540569888675,1948000,10267650.0
2023-12-28,09956.HK,5.4083368403106,1911290,10510777.0
2023-12-29,09956.HK,5.4670168060283,2031480,11336289.0
2024-01-02,09956.HK,5.5159167774597,2048000,11373120.0
2024-01-03,09956.HK,5.2420769374439,1898500,10320916.0
2024-01-04,09956.HK,5.3789968574518,1854500,10139170.0
2024-01-05,09956.HK,5.1442769945812,2024000,10665542.0
2024-01-08,09956.HK,5.2127369545851,1966000,10321161.0
2024-01-09,09956.HK,5.1344970002949,1983000,10464225.0
2024-01-10,09956.HK,5.1051570174361,2004500,10426536.0
2024-01-11,09956.HK,5.281196914589,1895000,10235414.0
2024-01-12,09956.HK,5.0758170345772,1949500,10211972.0
2024-01-15,09956.HK,4.997577080287,1563500,7963190.0
2024-01-16,09956.HK,4.9291171202831,1115154,5597427.0
2024-01-17,09956.HK,4.5183573602595,2912500,13802886.0
2024-01-18,09956.HK,4.5183573602595,1731500,7949490.0
2024-01-19,09956.HK,4.2445175202438,3269500,14213815.0
2024-01-22,09956.HK,4.1858375545261,2665700,11346846.0
2024-01-23,09956.HK,4.2542975145301,1109500,4871239.0
2024-01-24,09956.HK,4.3520974573928,2264000,9948225.0
