trade_date,wind_code,close,raw_close,volume,amt,mktcap_hkd_yi
2015-12-01,01099.HK,23.0234,33.0,4204455.0,139096869.68,393.6275442
2015-12-01,01109.HK,14.1191,22.45,19212739.0,420823939.455,1555.9959354855
2015-12-01,01112.HK,9.3571,13.1,881879.0,11509011.2,82.527980897
2015-12-01,01113.HK,33.6332,51.8,6449396.0,330013790.125,1999.313463
2015-12-01,01114.HK,0.9094,10.14,8380964.0,84288047.2,509.61301594319997
2015-12-02,01099.HK,23.5118,33.7,5925165.0,198026811.95,401.97721938
2015-12-02,01109.HK,14.3392,22.8,35937274.0,826394656.04,1580.2542240120001
2015-12-02,01112.HK,9.2285,12.92,1399448.0,17957067.52,81.39400864039999
2015-12-02,01113.HK,34.4773,53.1,7582651.0,402273477.3,2049.4892835
2015-12-02,01114.HK,0.9165,10.22,10270347.0,105930113.45,513.6336314536
2015-12-03,01099.HK,23.6164,33.85,5171451.0,174465111.47,403.76643549
2015-12-03,01109.HK,14.182,22.55,21043407.0,474883029.975,1562.9268750645
2015-12-03,01112.HK,9.0571,12.68,2104000.0,26627070.0,79.8937326608
2015-12-03,01113.HK,34.3474,52.9,2846810.0,150621109.827,2041.7699265
2015-12-03,01114.HK,0.9237,10.3,8312261.0,85526896.1,517.654246964
2015-12-04,01099.HK,23.2676,33.35,6041356.0,201687407.29,397.80238179
2015-12-04,01109.HK,14.2134,22.6,8389008.0,187684355.35,1566.392344854
2015-12-04,01112.HK,9.2571,12.96,1289500.0,16637050.0,81.65794757760001
2015-12-04,01113.HK,33.9903,52.35,4136950.0,215498037.35,2020.5416947500003
2015-12-04,01114.HK,0.9183,10.24,7139949.0,72738763.88,514.6387853312001
2015-12-07,01099.HK,23.4769,33.65,1956727.0,66016806.868,401.38081401
2015-12-07,01109.HK,13.9304,22.15,8265948.0,185045321.4,1535.2031167485
2015-12-07,01112.HK,9.5714,13.4,2435704.0,32751082.54,84.430285304
2015-12-07,01113.HK,33.7955,52.05,3510571.0,183733558.455,2008.9626592500001
2015-12-07,01114.HK,0.9255,10.32,8117566.0,83365947.08,518.6594008416001
2015-12-08,01099.HK,23.2327,33.3,3794249.0,126406846.4,397.20597642
2015-12-08,01109.HK,13.6159,21.65,12637739.0,272287142.128,1500.5484188535002
2015-12-08,01112.HK,9.7143,13.6,2828413.0,38601186.02,85.69043881600001
2015-12-08,01113.HK,33.4709,51.55,4088350.0,209382219.65,1989.66426675
2015-12-08,01114.HK,0.9524,10.62,16231543.0,169414980.88,533.7367090055999
2015-12-09,01099.HK,23.1978,33.25,3432848.0,114163811.19,396.60957105
2015-12-09,01109.HK,13.8989,22.1,8353000.0,184290936.0,1531.737646959
2015-12-09,01112.HK,9.4571,13.24,1345292.0,17853399.56,83.4221624944
2015-12-09,01113.HK,33.4709,51.55,2995552.0,153575151.607,1989.66426675
2015-12-09,01114.HK,0.9345,10.42,12878000.0,134201022.0,523.6851702296
2015-12-10,01099.HK,22.8839,32.8,6353403.0,207995245.7,391.24192272
2015-12-10,01109.HK,13.6474,21.7,9546637.0,209042584.7,1504.013888643
2015-12-10,01112.HK,9.3428,13.08,1741494.0,23252280.92,82.4140396848
2015-12-10,01113.HK,33.5034,51.6,2721513.0,140976663.776,1991.5941059999998
2015-12-10,01114.HK,0.9094,10.14,17020371.0,173515396.84,509.61301594319997
2015-12-11,01099.HK,21.349,30.6,17482325.0,541817556.55,365.00008643999996
2015-12-11,01109.HK,13.3015,21.15,10302312.0,219584436.25,1465.8937209585
2015-12-11,01112.HK,9.4,13.16,920004.0,12137341.64,82.9181010896
2015-12-11,01113.HK,33.2112,51.15,4742307.0,244227523.1,1974.22555275
2015-12-11,01114.HK,0.9147,10.2,8879127.0,90891133.4,512.6284775759999
2015-12-14,01099.HK,22.1164,31.7,6543104.0,204613480.2,378.12100458
2015-12-14,01109.HK,13.0185,20.7,15455939.0,318281419.175,1434.704492853
2015-12-14,01112.HK,9.2857,13.0,1821950.0,23920370.6,81.90997828
2015-12-14,01113.HK,33.1138,51.0,4657605.0,236433955.675,1968.4360350000002
2015-12-14,01114.HK,0.9112,10.16,30567303.0,310834560.18,510.61816982080006
2015-12-15,01099.HK,21.4536,30.75,4715395.0,145895492.85,366.78930255
2015-12-15,01109.HK,13.3015,21.15,10327653.0,219376482.2,1465.8937209585
2015-12-15,01112.HK,9.1,12.74,1968805.0,25188720.0,80.2717787144
2015-12-15,01113.HK,32.7242,50.4,5046945.0,255312509.51,1945.277964
2015-12-15,01114.HK,0.9237,10.3,8669954.0,89729174.0,517.654246964
2015-12-16,01099.HK,21.4885,30.8,3834611.0,118538028.71,367.38570792
2015-12-16,01109.HK,13.6788,21.75,11369992.0,246689821.359,1507.4793584325
2015-12-16,01112.HK,9.3857,13.14,1027432.0,13450244.7,82.7920857384
2015-12-16,01113.HK,33.341,51.35,3811737.0,194660395.4,1981.94490975
2015-12-16,01114.HK,0.9452,10.54,11669459.0,122350064.86,529.7160934952
2015-12-17,01099.HK,21.7327,31.15,3245849.0,101615945.95,371.56054551
2015-12-17,01109.HK,13.9618,22.2,8861610.0,196763907.0,1538.6685865379998
2015-12-17,01112.HK,9.5714,13.4,1507500.0,20199190.0,84.430285304
2015-12-17,01113.HK,33.3735,51.4,4454641.0,229072627.5,1983.8747489999998
2015-12-17,01114.HK,0.9434,10.52,6323039.0,66922985.6,528.7109396176
2015-12-18,01099.HK,21.7327,31.15,3851302.0,120241711.0,371.56054551
2015-12-18,01109.HK,13.9304,22.15,12698029.0,281570786.8,1535.2031167485
2015-12-18,01112.HK,9.6571,13.52,2664033.0,36000736.92,85.1863774112
2015-12-18,01113.HK,33.0489,50.9,5824496.0,295963265.48,1964.5763565000002
2015-12-18,01114.HK,0.9094,10.14,12362656.0,125674942.72,509.61301594319997
2015-12-21,01099.HK,22.3955,32.1,3005682.0,96065428.65,382.89224753999997
2015-12-21,01109.HK,14.0562,22.35,7045339.0,157741767.55,1549.0649959065
2015-12-21,01112.HK,9.6714,13.54,1796500.0,24546070.0,85.3123927624
2015-12-21,01113.HK,32.6917,50.35,2751197.0,138735218.61,1943.34812475
2015-12-21,01114.HK,0.904,10.08,4178468.0,42220749.16,506.5975543104
2015-12-22,01099.HK,22.0118,31.55,2270793.0,71696198.9,376.33178847
2015-12-22,01109.HK,14.0247,22.3,7808094.0,175090551.4,1545.599526117
2015-12-22,01112.HK,9.6,13.44,1172500.0,15760935.0,84.6823160064
2015-12-22,01113.HK,32.9515,50.75,2248158.0,113515300.0,1958.78683875
2015-12-22,01114.HK,0.8941,9.97,8793333.0,87955440.94,501.0692079836
2015-12-23,01099.HK,22.4652,32.2,2590816.0,83503925.78,384.08505828
2015-12-23,01109.HK,14.0247,22.3,6625358.0,147998996.5,1545.599526117
2015-12-23,01112.HK,9.7857,13.7,1255366.0,17225011.98,86.320515572
2015-12-23,01113.HK,33.2112,51.15,3158451.0,161119748.05,1974.22555275
2015-12-23,01114.HK,0.8986,10.02,4472972.0,44609610.28,503.58209267760003
2015-12-24,01099.HK,22.4652,32.2,1219138.0,39192896.4,384.08505828
2015-12-24,01109.HK,13.836,22.0,4331877.0,95572112.45,1524.80670738
2015-12-24,01112.HK,10.0571,14.08,1019430.0,14403945.8,88.7148072448
2015-12-24,01113.HK,33.1787,51.1,1230038.0,62951275.3,1972.2957135000001
2015-12-24,01114.HK,0.895,9.98,2532000.0,25296900.0,501.5717849224
2015-12-28,01099.HK,21.7327,31.15,2991200.0,93683860.0,371.56054551
2015-12-28,01109.HK,13.8675,22.05,4784500.0,105622480.0,1528.2721771695
2015-12-28,01112.HK,10.4571,14.64,4154180.0,60938749.4,92.2432370784
2015-12-28,01113.HK,32.5943,50.2,2274512.0,114360546.1,1937.558607
2015-12-28,01114.HK,0.8825,9.84,3568600.0,35287316.0,494.5357077792
2015-12-29,01099.HK,21.628,31.0,3743470.0,115911548.5,369.7713294
2015-12-29,01109.HK,14.1191,22.45,7361258.0,165268347.6,1555.9959354855
2015-12-29,01112.HK,11.1285,15.58,4713760.0,72810830.0,98.1659585848
