market,fee_per_side,signal_date,date,code,side,adjusted_units,adjusted_close,raw_close,gross_notional,fee_paid,cash_after_trade,daily_capacity_notional,account_evidence_status
a,0.0015,2020-02-28,2020-03-02,002831.SZ,sell,538.8450621875922,56.903532348535,25.15,30662.18742704001,45.993281140560015,229740.38074521598,1478869.1232,complete_account
a,0.0015,2020-02-28,2020-03-02,300223.SZ,sell,137.80472570542292,307.70819524561,116.7,42403.64344313201,63.60546516469802,272080.4187231833,10532463.684600001,complete_account
a,0.0015,2020-02-28,2020-03-02,300413.SZ,sell,465.20092240539344,76.178802178265,44.4,35438.44904106687,53.15767356160031,307465.71009068855,9014365.2444,complete_account
a,0.0015,2020-02-28,2020-03-02,300502.SZ,sell,233.75083363764992,224.35852197331,73.6,52443.99154497221,78.66598731745832,359831.03564834327,8519302.4543,complete_account
a,0.0015,2020-02-28,2020-03-02,300548.SZ,sell,155.2402669780834,120.74033634939,119.41,18743.762049902893,28.11564307485434,378546.6820551713,2001153.7766,complete_account
a,0.0015,2020-02-28,2020-03-02,300620.SZ,sell,915.3827152328375,40.776266981503,40.35,37325.88998658732,55.98883497988098,415816.58320677874,1206322.1587,complete_account
a,0.0015,2020-02-28,2020-03-02,600009.SH,sell,204.1422797284303,175.81769852344,68.8,35891.82579318091,53.83773868977137,451654.57126126986,13394081.98,complete_account
a,0.0015,2020-02-28,2020-03-02,600563.SH,sell,310.2750361376427,121.55876134805,55.3,37716.6490701133,56.57497360516995,489314.645357778,2283298.44,complete_account
a,0.0015,2020-02-28,2020-03-02,601567.SH,sell,940.6831432372969,41.96149576714,8.61,39472.471733171784,59.20870759975768,528727.90838335,1603668.52,complete_account
a,0.0015,2020-02-28,2020-03-02,601818.SH,sell,6236.136782257382,5.5231982508104,3.86,34443.419767578365,51.66512965136755,563119.663021277,3567962.81,complete_account
a,0.0015,2020-02-28,2020-03-02,603179.SH,sell,62.36242967368662,33.741876901435,23.18,2104.225425323931,3.156338137985897,565220.732108463,464775.17,complete_account
a,0.0015,2020-02-28,2020-03-02,603568.SH,sell,666.5840001354437,62.372029160361,29.63,41576.196694277976,62.364295041416966,606734.5645076996,2555432.02,complete_account
