trade_date,wind_code,open,high,low,close,volume,amt
2018-12-03,06190.HK,9.44384266389,9.4976026790545,9.44384266389,9.4976026790545,3200,30306.3125487112
2018-12-03,06198.HK,2.7178632084119,2.8189653408911,2.7178632084119,2.7892294195737,1125400,3098841.021767497
2018-12-04,06198.HK,2.7951766038372,2.8070709723641,2.7357047612023,2.7892294195737,210000,586362.6324581444
2018-12-04,06190.HK,9.4976026790545,9.4976026790545,9.4976026790545,9.4796826739996,200,1897.7285353054099
2018-12-05,06198.HK,2.7535463139928,2.8070709723641,2.7357047612023,2.7832822353102,188000,520461.8836344819
2018-12-05,06190.HK,9.4796826739996,9.4976026790545,9.4796826739996,9.4976026790545,2200,20875.01388835951
2018-12-06,06198.HK,2.7416519454658,2.7594934982563,2.670285734304,2.694074471358,338144,919029.1367452334
2018-12-06,06190.HK,9.4976026790545,9.4976026790545,9.4976026790545,9.4976026790545,1200,11397.1232148654
2018-12-07,06198.HK,2.670285734304,2.7178632084119,2.6227082601962,2.6524441815136,214000,569532.1009924832
2018-12-07,06190.HK,9.4976026790545,9.4976026790545,9.4976026790545,9.4976026790545,1000,9497.6026790545
2018-12-10,06190.HK,9.44384266389,9.4976026790545,9.44384266389,9.44384266389,11200,105771.03783556801
2018-12-10,06198.HK,2.6643385500405,2.6881272870945,2.6405498129866,2.6643385500405,337700,899747.1283486768
2018-12-11,06190.HK,9.4259226588352,9.4976026790545,9.3363226335611,9.3542426386159,136200,1278929.2567564198
2018-12-11,06198.HK,2.6762329185675,2.7238103926754,2.6762329185675,2.7238103926754,108200,292142.3431382409
2018-12-12,06190.HK,9.4080026537804,9.4976026790545,9.3900826487255,9.4617626689448,33000,311351.1278249658
2018-12-12,06198.HK,2.7119160241484,2.8011237881007,2.7119160241484,2.7713878667832,324000,888295.2303309191
2018-12-13,06190.HK,9.4796826739996,9.4796826739996,9.4796826739996,9.4796826739996,400,3791.8730695998397
2018-12-13,06198.HK,2.7713878667832,2.9319618418973,2.7713878667832,2.842754077945,758000,2127759.7970519876
2018-12-14,06198.HK,2.9438562104243,2.9438562104243,2.7773350510467,2.7773350510467,317000,906808.8149431536
2018-12-14,06190.HK,9.4796826739996,9.4796826739996,9.4796826739996,9.4796826739996,400,3791.8730695998397
2018-12-17,06190.HK,9.44384266389,9.4796826739996,9.3184026285063,9.4796826739996,45600,431456.37770388287
2018-12-17,06198.HK,2.7773350510467,2.8368068936816,2.7594934982563,2.7654406825198,1433000,3971398.8131003976
2018-12-18,06190.HK,9.4796826739996,9.4796826739996,9.4796826739996,9.4796826739996,200,1895.9365347999199
2018-12-18,06198.HK,2.7654406825198,2.9141202891068,2.7654406825198,2.7892294195737,627217,1741991.7587123893
2018-12-19,06190.HK,9.4796826739996,9.4796826739996,9.4796826739996,9.4796826739996,200,1895.9365347999199
2018-12-19,06198.HK,2.7951766038372,2.8308597094181,2.7654406825198,2.8189653408911,483000,1355815.2796518845
2018-12-20,06190.HK,9.4080026537804,9.4796826739996,9.3184026285063,9.4796826739996,2600,24553.990926114
2018-12-20,06198.HK,2.7832822353102,2.8724899992625,2.7832822353102,2.8487012622085,485165,1366220.6367868301
2018-12-21,06190.HK,9.3542426386159,9.4617626689448,9.3542426386159,9.44384266389,4200,39475.979135262394
2018-12-21,06198.HK,2.8130181566276,2.9616977632147,2.8130181566276,2.9498033946877,1444715,4162817.3687542416
2018-12-24,06190.HK,9.2646426133418,9.4976026790545,9.2646426133418,9.44384266389,1600,14966.788221785442
2018-12-24,06198.HK,2.866542814999,2.9498033946877,2.8308597094181,2.9438562104243,196620,571220.3281893646
2018-12-27,06190.HK,9.4080026537804,9.4796826739996,9.049602552684,9.0675225577388,112600,1040172.0694085308
2018-12-27,06198.HK,2.9438562104243,3.1876907652271,2.9141202891068,3.1817435809636,2283000,6992372.161869288
2018-12-28,06190.HK,9.3184026285063,9.4976026790545,9.2288026032322,9.4080026537804,36800,344565.85719407524
2018-12-28,06198.HK,3.1341661068557,3.1341661068557,3.0033280530591,3.027116790113,1104000,3401028.1591267223
2018-12-31,06190.HK,9.4796826739996,9.4976026790545,9.3184026285063,9.4976026790545,11200,106272.79797710296
