market,fee_per_side,date,signal_date,equity_before_trades,cash,holdings_value,equity,net_value,cash_weight,signal_exclusion_reserved_cash,trade_gross,fees_paid,held_stocks,pending_orders,stale_market_value,max_stale_trading_days,benchmark_close,benchmark_nav,account_evidence_status
hk,0.005,2024-03-15,2024-02-29,1293704.08191217,0.0,1293692.6560415232,1293692.6560415232,1.2936926560415232,0.0,0.0,2285.174129353233,11.425870646766167,16,2,0.0,0,16720.89,0.6359764762084431,complete_account
hk,0.005,2024-03-18,2024-02-29,1290275.4669746263,0.0,1290246.6550343279,1290246.6550343279,1.290246655034328,0.0,0.0,5762.388059701492,28.811940298507462,16,2,0.0,0,16737.12,0.6365937817590964,complete_account
hk,0.005,2024-03-19,2024-02-29,1281958.0265594705,0.0,1281946.404668923,1281946.404668923,1.281946404668923,0.0,0.0,2324.3781094527367,11.621890547263682,16,2,0.0,0,16529.48,0.6286962263347188,complete_account
hk,0.005,2024-03-20,2024-02-29,1280404.3948688623,0.0,1280393.0267096583,1280393.0267096583,1.2803930267096584,0.0,0.0,2273.63184079602,11.368159203980099,16,2,0.0,0,16543.07,0.6292131198919202,complete_account
hk,0.005,2024-03-21,2024-02-29,1297529.0861178956,-2.2737367544323206e-13,1297512.0562671493,1297512.0562671493,1.2975120562671494,-1.752381986317492e-19,0.0,3405.9701492537315,17.029850746268657,16,2,0.0,0,16863.1,0.6413854116587452,complete_account
hk,0.005,2024-03-22,2024-02-29,1286550.9487600466,-2.2737367544323206e-13,1286539.2442824347,1286539.2442824347,1.2865392442824346,-1.767327941636552e-19,0.0,2340.8955223880594,11.704477611940298,16,2,0.0,0,16499.47,0.6275548006061233,complete_account
hk,0.005,2024-03-25,2024-02-29,1301232.9593868223,0.0,1301221.7175957777,1301221.7175957777,1.3012217175957776,0.0,0.0,2248.3582089552237,11.241791044776118,16,2,0.0,0,16473.64,0.6265723605338266,complete_account
hk,0.005,2024-03-26,2024-02-29,1304762.7763941712,465.78225,1304288.3263941712,1304754.1086441712,1.3047541086441712,0.00035698852903710365,0.0,1733.5500000000002,8.667750000000002,16,2,0.0,0,16618.32,0.63207524205376,complete_account
hk,0.005,2024-03-27,2024-02-29,1309563.5896395647,1088.9902499999998,1308467.0073895648,1309555.9976395648,1.3095559976395648,0.0008315721144898515,0.0,1518.3999999999999,7.592,16,2,0.0,0,16392.84,0.6234991449766618,complete_account
hk,0.005,2024-03-28,2024-02-29,1308398.2507796625,136.72677537797745,1308252.736383554,1308389.463158932,1.3083894631589321,0.00010450005845191451,0.0,1757.5241461085202,8.787620730542601,15,1,0.0,0,16541.42,0.6291503623960126,complete_account
